id,name,synonyms,cellosaurus_accession,SANGAR_ID,COSMIC_ID,BROAD_ID,CCLE_ID,tissue,disease_id
989,NCE-G 124,NCE-G 124; NCE G 124; NCE-G124; G-124; G124; NeuroChirurgie Eppendorf-Glioma 124,CVCL_N746,NA,NA,NA,NA,brain,C9477
990,NCE-G 130,NCE-G 130; NCE G 130; NCE-G130; G-130; G130; NeuroChirurgie Eppendorf-Glioma 130,CVCL_N747,NA,NA,NA,NA,brain,C9477
991,NCE-G 140,NCE-G 140; NCE-G140; G-140; G140; NeuroChirurgie Eppendorf-Glioma 140,CVCL_N748,NA,NA,NA,NA,brain,C3058
992,NCE-G 141,NCE-G 141; NCE-G141; G-141; G141; NeuroChirurgie Eppendorf-Glioma 141,CVCL_N749,NA,NA,NA,NA,brain,C3058
993,NCE-G 142,NCE-G 142; NCE-G142; G-142; G142; NeuroChirurgie Eppendorf-Glioma 142,CVCL_N750,NA,NA,NA,NA,brain,C3058
994,NCE-G 22,NCE-G 22; NCE G-22; NCE G 22; NCE-G22; G-22; G22; NeuroChirurgie Eppendorf-Glioma 22,CVCL_N723,NA,NA,NA,NA,brain,C9477
995,NCE G-28T,NCE G-28T; NCE-G28T; G28T,CVCL_0V15,NA,NA,NA,NA,brain,C3796
996,NCE-G 44,NCE-G 44; NCE G 44; NCE-G44; G-44; G44; NeuroChirurgie Eppendorf-Glioma 44,CVCL_N727,NA,NA,NA,NA,brain,C3058
997,NCE-G 59,NCE-G 59; NCE-G59; G-59; G59; NeuroChirurgie Eppendorf-Glioma 59,CVCL_N729,NA,NA,NA,NA,brain,C9477
998,NCE-G 61,NCE-G 61; NCE-G61; G-61; G61; NeuroChirurgie Eppendorf-Glioma 61,CVCL_N731,NA,NA,NA,NA,brain,C9477
999,NCE-G 84,NCE-G 84; NCE G 84; NCE-G84; G-84; G84; NeuroChirurgie Eppendorf-Glioma 84,CVCL_N735,NA,NA,NA,NA,brain,C9477
1000,NCE-G 96,NCE-G 96; NCE-G96; G-96; G96; NeuroChirurgie Eppendorf-Glioma 96,CVCL_N736,NA,NA,NA,NA,brain,C9477
1001,NCI-H1048,NCI-H1048; H1048; H-1048; NCIH1048,CVCL_1453,SIDM00654,687995,ACH-000866,NCIH1048_LUNG,lung,C4917
1002,NCI-H1092,NCI-H1092; H1092; H-1092; NCIH1092,CVCL_1454,SIDM00653,687997,ACH-000514,NCIH1092_LUNG,lung,C4917
1003,NCI-H1105,NCI-H1105; H1105; H-1105; NCIH1105,CVCL_1455,SIDM00652,908468,ACH-000780,NCIH1105_LUNG,lung,C4917
1004,NCI-H1155,NCI-H1155; H1155; H-1155; NCIH1155; NCI-1155,CVCL_1456,SIDM00651,908467,ACH-000980,NCIH1155_LUNG,lung,C4450
1005,NCI-H1184,NCI-H1184; H1184; H-1184; NCIH1184,CVCL_1458,NA,NA,NA,NA,lung,C4917
1006,NCI-H128,NCI-H128; NCI-H-128; H128; H-128; NCI-128; NCIH128,CVCL_1460,SIDM00650,753597,ACH-002286,NCIH128_LUNG,lung,C4917
1007,NCI-H1299,NCI-H1299; H1299; H-1299; NCIH1299,CVCL_0060,SIDM00649,724831,ACH-000510,NCIH1299_LUNG,lung,C4450
1008,NCI-H1304,NCI-H1304; H1304; H-1304; NCIH1304,CVCL_1462,SIDM00648,753599,ACH-002169,NCIH1304_LUNG,lung,C4917
1009,NCI-H1339,NCI-H1339; H1339; H-1339; NCIH1339,CVCL_A472,SIDM01387,NA,ACH-000921,NCIH1339_LUNG,lung,C4917
1010,NCI-H1341,NCI-H1341; H1341; H-1341; NCIH1341,CVCL_1463,SIDM00646,1330964,ACH-000129,NCIH1341_LUNG,lung,C4917
1011,NCI-H1355,NCI-H1355; H1355; H-1355; NCIH1355,CVCL_1464,SIDM00645,724866,ACH-000666,NCIH1355_LUNG,lung,C3512
1012,NCI-H1373,NCI-H1373; H1373; H-1373; NCIH1373,CVCL_1465,NA,NA,NA,NA,lung,C3512
1013,NCI-H1385,NCI-H1385; H1385; H-1385; NCIH1385,CVCL_1466,NA,NA,NA,NA,lung,C3493
1014,NCI-H1395,NCI-H1395; H1395; H-1395; NCIH1395,CVCL_1467,SIDM00644,684681,ACH-000327,NCIH1395_LUNG,lung,C3512
1015,NCI-H1404,NCI-H1404; H1404; H-1404,CVCL_1468,NA,NA,NA,NA,lung,C5650
1016,NCI-H1417,NCI-H1417; H1417; H-1417; NCIH1417,CVCL_1469,SIDM00642,688001,ACH-001591,NCIH1417_LUNG,lung,C4917
1017,NCI-H1435,NCI-H1435; H1435; H-1435; NCIH1435,CVCL_1470,SIDM00658,1298347,ACH-000852,NCIH1435_LUNG,lung,C2926
1018,NCI-H1436,NCI-H1436; H1436; H-1436; NCIH1436,CVCL_1471,SIDM00697,908469,ACH-000830,NCIH1436_LUNG,lung,C4917
1019,NCI-H1437,NCI-H1437; H1437; H-1437; NCIH1437,CVCL_1472,SIDM00734,687794,ACH-000589,NCIH1437_LUNG,lung,C3512
1020,NCI-H146,NCI-H146; H146; H-146; NCIH146,CVCL_1473,SIDM00698,910899,ACH-000506,NCIH146_LUNG,lung,C4917
1021,NCI-H1522,NCI-H1522; H1522; H-1522,CVCL_1474,NA,NA,NA,NA,lung,C4917
1022,NCI-H1563,NCI-H1563; H1563; H-1563; NCIH1563,CVCL_1475,SIDM00751,753600,ACH-000892,NCIH1563_LUNG,lung,C3512
1023,NCI-H1568,NCI-H1568; H1568; H-1568; NCIH1568,CVCL_1476,SIDM00750,1298348,ACH-000869,NCIH1568_LUNG,lung,C3512
1024,NCI-H1573,NCI-H1573; H1573; H-1573; NCIH1573,CVCL_1478,SIDM00749,908472,ACH-000916,NCIH1573_LUNG,lung,C3512
1025,NCI-H1581,NCI-H1581; H1581; H-1581; NCIH1581,CVCL_1479,SIDM00748,908471,ACH-000015,NCIH1581_LUNG,lung,C4450
1026,NCI-H1618,NCI-H1618; H1618; H-1618; NCIH1618,CVCL_1480,NA,NA,NA,NA,lung,C4917
1027,NCI-H1623,NCI-H1623; H1623; H-1623; NCIH1623,CVCL_1481,SIDM00747,687798,ACH-000744,NCIH1623_LUNG,lung,C3512
1028,NCI-H1648,NCI-H1648; H1648; H-1648; NCIH1648,CVCL_1482,SIDM00746,687799,ACH-000766,NCIH1648_LUNG,lung,C3512
1029,NCI-H1651,NCI-H1651; H1651; H-1651; NCIH1651,CVCL_1484,SIDM00744,910900,ACH-000893,NCIH1651_LUNG,lung,C3512
1030,NCI-H1666,NCI-H1666; H1666; H-1666; H1666_DA; NCIH1666,CVCL_1485,SIDM00743,908473,ACH-000448,NCIH1666_LUNG,lung,C2923
1031,NCI-H1688,NCI-H1688; H1688; H-1688; NCIH1688,CVCL_1487,SIDM00792,1298349,ACH-002170,NCIH1688_LUNG,lung,C4917
1032,NCI-H1693,NCI-H1693; H1693; H-1693; NCIH1693,CVCL_1488,SIDM00742,687802,ACH-000021,NCIH1693_LUNG,lung,C3512
1033,NCI-H1694,NCI-H1694; H1694; H-1694; NCIH1694,CVCL_1489,SIDM00741,688006,ACH-000431,NCIH1694_LUNG,lung,C4917
1034,NCI-H1703,NCI-H1703; H1703; H-1703; NCIH1703,CVCL_1490,SIDM00740,908474,ACH-000747,NCIH1703_LUNG,lung,C3493
1035,NCI-H1734,NCI-H1734; H1734; H-1734; NCIH1734,CVCL_1491,SIDM00739,722058,ACH-000675,NCIH1734_LUNG,lung,C3512
1036,NCI-H1755,NCI-H1755; H1755; H-1755; NCIH1755,CVCL_1492,SIDM00738,908475,ACH-000282,NCIH1755_LUNG,lung,C3512
1037,NCI-H1770,NCI-H1770; H1770; H-1770; NCIH1770,CVCL_1493,SIDM00737,687804,ACH-001362,NCIH1770_LUNG,lung,C2926
1038,NCI-H1781,NCI-H1781; H1781; H-1781; NCIH1781,CVCL_1494,SIDM00754,1298350,ACH-000379,NCIH1781_LUNG,lung,C2923
1039,NCI-H1792,NCI-H1792; H1792; H-1792; NCIH1792,CVCL_1495,SIDM00771,724868,ACH-000496,NCIH1792_LUNG,lung,C3512
1040,NCI-H1793,NCI-H1793; H1793; H-1793; NCIH1793,CVCL_1496,SIDM00755,908463,ACH-000888,NCIH1793_LUNG,lung,C3512
1041,NCI-H1836,NCI-H1836; H1836; H-1836; NCIH1836,CVCL_1498,SIDM00770,1240182,ACH-000559,NCIH1836_LUNG,lung,C4917
1042,NCI-H1838,NCI-H1838; H1838; H-1838; NCIH1838,CVCL_1499,SIDM00769,687807,ACH-000733,NCIH1838_LUNG,lung,C3512
1043,NCI-H1869,NCI-H1869; H1869; H-1869; NCIH1869,CVCL_1500,SIDM00768,1240183,ACH-000894,NCIH1869_LUNG,lung,C3493
1044,NCI-H187,NCI-H187; H187; H-187; NCIH187,CVCL_1501,SIDM00767,688007,ACH-001136,NCIH187_LUNG,lung,C4917
1045,NCI-H1876,NCI-H1876; H1876; H-1876; NCIH1876,CVCL_1503,SIDM00766,1330972,ACH-000586,NCIH1876_LUNG,lung,C4917
1046,NCI-H1882,NCI-H1882; H1882; H-1882,CVCL_1504,SIDM00764,753602,NA,NA,lung,C4917
1047,NCI-H1915,NCI-H1915; H1915; H-1915; NCIH1915,CVCL_1505,SIDM00763,1240184,ACH-000434,NCIH1915_LUNG,lung,C2926
1048,NCI-H1926,NCI-H1926; H1926; H-1926,CVCL_1506,NA,NA,NA,NA,lung,C4917
1049,NCI-H1930,NCI-H1930; H1930; H-1930; NCIH1930,CVCL_1507,NA,NA,NA,NA,lung,C4917
1050,NCI-H1944,NCI-H1944; H1944; H-1944; NCIH1944,CVCL_1508,SIDM00762,1240185,ACH-000414,NCIH1944_LUNG,lung,C3512
1051,NCI-H196,NCI-H196; H196; H-196; NCIH196,CVCL_1509,SIDM00761,1240186,ACH-000752,NCIH196_LUNG,lung,C4917
1052,NCI-H1963,NCI-H1963; H1963; H-1963; NCIH1963,CVCL_1510,SIDM00760,688010,ACH-000729,NCIH1963_LUNG,lung,C4917
1053,NCI-H1975,NCI-H1975; H1975; H-1975; NCIH1975,CVCL_1511,SIDM00759,924244,ACH-000587,NCIH1975_LUNG,lung,C3512
1054,NCI-H1993,NCI-H1993; H1993; H-1993; NCIH1993,CVCL_1512,SIDM00758,908476,ACH-001137,NCIH1993_LUNG,lung,C3512
1055,NCI-H2009,NCI-H2009; H2009; H-2009; NCIH2009,CVCL_1514,SIDM00756,724873,ACH-000886,NCIH2009_LUNG,lung,C3512
1056,NCI-H2023,NCI-H2023; H2023; H-2023; NCIH2023,CVCL_1515,SIDM00753,1240187,ACH-000781,NCIH2023_LUNG,lung,C3512
1057,NCI-H2029,NCI-H2029; H2029; H-2029; NCIH2029,CVCL_1516,SIDM00735,688011,ACH-000298,NCIH2029_LUNG,lung,C4917
1058,NCI-H2030,NCI-H2030; H2030; H-2030; NCIH2030,CVCL_1517,SIDM00715,722045,ACH-000521,NCIH2030_LUNG,lung,C3512
1059,NCI-H2052,NCI-H2052; H2052; H-2052; H2052_MM; NCIH2052,CVCL_1518,SIDM00713,688058,ACH-000153,NCIH2052_PLEURA,pleura,C45663
1060,NCI-H2066,NCI-H2066; H2066; H-2066; NCIH2066,CVCL_1520,SIDM00711,1330973,ACH-000727,NCIH2066_LUNG,lung,C3493
1061,NCI-H2073,NCI-H2073; H2073; H-2073; NCIH2073,CVCL_1521,SIDM00757,908478,ACH-000590,NCIH2073_LUNG,lung,C3512
1062,NCI-H2081,NCI-H2081; H2081; H-2081; NCIH2081,CVCL_1522,SIDM00710,908480,ACH-000394,NCIH2081_LUNG,lung,C4917
1063,NCI-H2085,NCI-H2085; H2085; H-2085; NCIH2085,CVCL_1523,SIDM00709,687812,ACH-000451,NCIH2085_LUNG,lung,C3512
1064,NCI-H2087,NCI-H2087; H2087; H-2087; NCIH208,CVCL_1524,SIDM00708,724834,ACH-000841,NCIH2087_LUNG,lung,C3512
1065,NCI-H209,NCI-H209; H209; H-209; NCIH209,CVCL_1525,SIDM00706,688013,ACH-000290,NCIH209_LUNG,lung,C4917
1066,NCI-H2106,NCI-H2106; NCI H2106; H2106; H-2106; NCIH2106,CVCL_1526,NA,NA,NA,NA,lung,C4450
1067,NCI-H2107,NCI-H2107; H2107; H-2107; NCIH2107,CVCL_1527,NA,NA,NA,NA,lung,C4917
1068,NCI-H211,NCI-H211; H211; H-211; NCIH211,CVCL_1529,SIDM00704,1240189,ACH-000639,NCIH211_LUNG,lung,C4917
1069,NCI-H2110,NCI-H2110; H2110; H-2110; NCIH2110,CVCL_1530,SIDM00703,1298351,ACH-000929,NCIH2110_LUNG,lung,C2926
1070,NCI-H2126,NCI-H2126; H2126; H-2126; NCIH2126,CVCL_1532,SIDM00775,687814,ACH-000785,NCIH2126_LUNG,lung,C4450
1071,NCI-H2135,NCI-H2135; H2135; H-2135; NCIH2135,CVCL_1533,SIDM00700,1298352,ACH-001363,NCIH2135_LUNG,lung,C2926
1072,NCI-H2141,NCI-H2141; H2141; H-2141; NCIH2141,CVCL_1534,SIDM00699,688014,ACH-001138,NCIH2141_LUNG,lung,C4917
1073,NCI-H2170,NCI-H2170; H2170; H-2170; NCIH2170,CVCL_1535,SIDM00716,687815,ACH-000481,NCIH2170_LUNG,lung,C3493
1074,NCI-H2171,NCI-H2171; H2171; H-2171; NCIH2171,CVCL_1536,SIDM00733,688015,ACH-000525,NCIH2171_LUNG,lung,C4917
1075,NCI-H2172,NCI-H2172; H2172; H-2172; NCIH2172,CVCL_1537,SIDM00926,1298353,ACH-000924,NCIH2172_LUNG,lung,C2926
1076,NCI-H2196,NCI-H2196; H2196; H-2196; NCIH2196,CVCL_1539,SIDM00731,908481,ACH-000399,NCIH2196_LUNG,lung,C4917
1077,NCI-H2198,NCI-H2198; H2198; H-2198,CVCL_1540,NA,NA,NA,NA,lung,C4917
1078,NCI-H220,NCI-H220; H220; H-220,CVCL_1541,NA,NA,NA,NA,lung,C4917
1079,NCI-H2227,NCI-H2227; H2227; H-2227; NCIH2227,CVCL_1542,SIDM00730,688018,ACH-000610,NCIH2227_LUNG,lung,C4917
1080,NCI-H2228,NCI-H2228; H2228; H-2228; NCIH2228,CVCL_1543,SIDM00729,687816,ACH-000447,NCIH2228_LUNG,lung,C3512
1081,NCI-H2286,NCI-H2286; H2286; H-2286; NCIH2286,CVCL_1545,SIDM00017,1298355,ACH-000912,NCIH2286_LUNG,lung,C3493
1082,NCI-H2291,NCI-H2291; H2291; H-2291; NCIH2291,CVCL_1546,SIDM00728,724874,ACH-000718,NCIH2291_LUNG,lung,C3512
1083,NCI-H2342,NCI-H2342; H2342; H-2342; NCIH2342,CVCL_1549,SIDM00727,687819,ACH-000951,NCIH2342_LUNG,lung,C3512
1084,NCI-H2347,NCI-H2347; H2347; H-2347; NCIH2347,CVCL_1550,SIDM00726,687820,ACH-000875,NCIH2347_LUNG,lung,C3512
1085,NCI-H2369,NCI-H2369; H2369; H-2369,CVCL_A532,SIDM00104,1290808,NA,NA,pleura,C7376
1086,NCI-H2373,NCI-H2373; H2373; H-2373; NCIH2373,CVCL_A533,SIDM00103,1290809,ACH-002124,H2373_PLEURA,pleura,C45663
1087,NCI-H2405,NCI-H2405; H2405; H-2405; NCIH2405,CVCL_1551,SIDM00724,687821,ACH-000121,NCIH2405_LUNG,lung,C3512
1088,NCI-H2444,NCI-H2444; H2444; H-2444; NCIH244,CVCL_1552,SIDM00723,1298356,ACH-000186,NCIH2444_LUNG,lung,C2926
1089,NCI-H2452,NCI-H2452; H2452; H-2452; NCIH2452,CVCL_1553,SIDM00722,908462,ACH-000092,NCIH2452_PLEURA,pleura,C45665
1090,NCI-H2461,NCI-H2461; H2461; H-2461; NCIH2461,CVCL_A536,SIDM00102,1290810,ACH-002125,H2461_PLEURA,pleura,C45662
1091,NCI-H250,NCI-H250; H250; H-250; NCIH250,CVCL_1554,SIDM00721,924241,ACH-002171,NCIH250_LUNG,lung,C4917
1092,NCI-H2591,NCI-H2591; H2591; H-2591; NCIH2591,CVCL_A543,SIDM00101,1240131,ACH-002126,H2591_PLEURA,pleura,C45662
1093,NCI-H2595,NCI-H2595; H2595; H-2595; NCIH2595,CVCL_A545,SIDM00100,1240132,ACH-002127,H2595_PLEURA,pleura,C45662
1094,NCI-H2596,NCI-H2596; H2596; H-2596,CVCL_A546,NA,NA,NA,NA,pleura,C45663
1095,NCI-H2722,NCI-H2722; H2722; H-2722; NCIH2722,CVCL_U994,SIDM00099,1290812,ACH-002128,H2722_PLEURA,pleura,C7376
1096,NCI-H2731,NCI-H2731; H2731; H-2731; NCIH2731,CVCL_U995,SIDM00098,1240134,ACH-002129,H2731_PLEURA,pleura,C45663
1097,NCI-H2795,NCI-H2795; H2795; H-2795; NCIH2795,CVCL_U996,SIDM00154,1290813,ACH-002130,H2795_PLEURA,pleura,C45662
1098,NCI-H28,NCI-H28; H28; H-28; NCIH28; HUT-28; HUT 28; HuT 28; HUT28; Hut28; HuT28,CVCL_1555,SIDM00720,908470,ACH-000648,NCIH28_PLEURA,pleura,C45663
1099,NCI-H2803,NCI-H2803; H2803; H-2803; NCIH2803,CVCL_U997,SIDM00309,1240135,ACH-002131,H2803_PLEURA,pleura,C7376
1100,NCI-H2804,NCI-H2804; H2804; H-2804; NCIH2804,CVCL_U998,SIDM00310,1240136,ACH-002132,H2804_PLEURA,pleura,C7376
1101,NCI-H2810,NCI-H2810; H2810; H-2810; NCIH2810,CVCL_U999,SIDM00311,1240137,ACH-002133,H2810_PLEURA,pleura,C45662
1102,NCI-H2818,NCI-H2818; H2818; H-2818; NCIH2818,CVCL_V000,SIDM00520,1290814,ACH-002134,H2818_PLEURA,pleura,C45662
1103,NCI-H2869,NCI-H2869; H2869; H-2869; NCIH2869,CVCL_V001,SIDM00519,1240138,ACH-002135,H2869_PLEURA,pleura,C45665
1104,NCI-H290,NCI-H290; H290; H-290; HUT-290; Hut-290; HUT 290; HUT290,CVCL_A555,SIDM00518,1240139,NA,NA,pleura,C7376
1105,NCI-H292,NCI-H292; H292; H-292; NCI-HUT-292; Hut292; NCIH292,CVCL_0455,SIDM00493,753604,ACH-001075,NCIH292_LUNG,lung,C45544
1106,NCI-H3118,NCI-H3118; H3118; H-3118,CVCL_A464,SIDM00517,1240140,NA,NA,salivary_gland,C5938
1107,NCI-H3122,NCI-H3122; H3122; H-3122; NCIH3122,CVCL_5160,SIDM00137,1240190,ACH-000337,NCIH3122_LUNG,lung,C3512
1108,NCI-H322,NCI-H322; H322; H-322; H322T; NCI-H322T; NCI-322; NCIH322,CVCL_1556,NA,NA,NA,NA,lung,C2923
1109,NCI-H3255,NCI-H3255; H3255; H-3255; H3255_DA; NCIH3255,CVCL_6831,SIDM00046,1247873,NA,NA,lung,C3512
1110,NCI-H345,NCI-H345; H345; H-345; NCI H345; NCIH345,CVCL_1558,SIDM00719,688021,ACH-001364,NCIH345_LUNG,lung,C4917
1111,NCI-H358,NCI-H358; H358; H-358; NCIH358,CVCL_1559,SIDM00718,908465,ACH-000860,NCIH358_LUNG,lung,C2923
1112,NCI-H378,NCI-H378; H378; H-378; NCIH378,CVCL_1560,SIDM00915,688022,ACH-002173,NCIH378_LUNG,lung,C4917
1113,NCI-H441,NCI-H441; H441; H-441; NCI-H441-4; NCI-441; NCIH441,CVCL_1561,SIDM00925,908460,ACH-000638,NCIH441_LUNG,lung,C5650
1114,NCI-H446,NCI-H446; H446; H-446; NCI-446; NCIH446,CVCL_1562,SIDM00965,688023,ACH-000800,NCIH446_LUNG,lung,C4917
1115,NCI-H508,NCI-H508; NCI H508; NCIH508; H508; H-508,CVCL_1564,SIDM00777,908442,ACH-000360,NCIH508_LARGE_INTESTINE,large_intestine,C5543
1116,NCI-H510A,NCI-H510A; H510A; H-510A; NCI-H510; NCIH510; H510; H-510,CVCL_1565,SIDM00927,753605,ACH-000871,NCIH510_LUNG,lung,C4917
1117,NCI-H513,NCI-H513; H513; H-513; NCIH513; HUT513,CVCL_A570,SIDM00114,1240141,ACH-002335,NCIH513_PLEURA,pleura,C9133
1118,NCI-H524,NCI-H524; H524; H-524; NCIH524,CVCL_1568,SIDM01129,908483,ACH-000816,NCIH524_LUNG,lung,C4917
1119,NCI-H526,NCI-H526; H526; H-526; NCIH526,CVCL_1569,SIDM01128,688025,ACH-000767,NCIH526_LUNG,lung,C4917
1120,NCI-H596,NCI-H596; H596; H-596; NCI-HUT-596; NCIH596,CVCL_1571,SIDM01127,908459,ACH-000628,NCIH596_LUNG,lung,C9133
1121,NCI-H630,NCI-H630; H630; H-630; NCIH630,CVCL_1572,NA,NA,NA,NA,large_intestine,NA
1122,NCI-H64,NCI-H64; H64; H-64; NCIH64,CVCL_1573,SIDM01126,688026,ACH-001599,NCIH64_LUNG,lung,C4917
1123,NCI-H647,NCI-H647; H647; H-647; H647ell; NCIH647,CVCL_1574,SIDM01125,1240191,ACH-000378,NCIH647_LUNG,lung,C9133
1124,NCI-H650,NCI-H650; H650; H-650; NCIH650,CVCL_1575,SIDM01124,722066,ACH-000945,NCIH650_LUNG,lung,C3512
1125,NCI-H660,NCI-H660; H660; H-660; NCIH660; NCI660,CVCL_1576,SIDM01123,1330975,ACH-000177,NCIH660_PROSTATE,prostate,C6766
1126,NCI-H661,NCI-H661; H661; H-661; NCIH661,CVCL_1577,SIDM01122,687829,ACH-000853,NCIH661_LUNG,lung,C4450
1127,NCI-H684,NCI-H684; H684; H-684; NCIH684,CVCL_9980,NA,NA,NA,NA,liver,C4349
1128,NCI-H69,NCI-H69; NCI-H-69; NCI H69; H69; H-69; NCIH69; NCI-HUT-69; H69/P; NCI-H69C; H69C; H69c,CVCL_1579,SIDM01121,688027,ACH-000358,NCIH69_LUNG,lung,C4917
1129,NCI-H716,NCI-H716; NCI H716; H716; H-716; NCIH716,CVCL_1581,SIDM00779,908458,ACH-000491,NCIH716_LARGE_INTESTINE,large_intestine,C5543
1130,NCI-H719,NCI-H719; H719; H-719,CVCL_1582,NA,NA,NA,NA,lung,C4917
1131,NCI-H720,NCI-H720; H720; H-720; NCIH720,CVCL_1583,SIDM01120,687600,ACH-002174,NCIH720_LUNG,lung,C4038
1132,NCI-H727,NCI-H727; H727; H-727; NCIH727,CVCL_1584,SIDM01119,724855,ACH-000775,NCIH727_LUNG,lung,C4038
1133,NCI-H735,NCI-H735; H735; H-735,CVCL_1585,NA,NA,NA,NA,lung,C4917
1134,NCI-H740,NCI-H740; H740; H-740; NCIH740,CVCL_1586,SIDM01118,1331055,ACH-002175,NCIH740_LUNG,lung,C4917
1135,NCI-H747,NCI-H747; NCI H747; H747; H-747; NCI-747; NCIH747; NCI747,CVCL_1587,SIDM00778,908457,ACH-000403,NCIH747_LARGE_INTESTINE,large_intestine,C5543
1136,NCI-H748,NCI-H748; H748; H-748; NCIH748,CVCL_1588,SIDM01117,909194,ACH-002176,NCIH748_LUNG,lung,C4917
1137,NCI-H810,NCI-H810; H810; H-810; NCIH810,CVCL_1590,SIDM01116,925341,ACH-000789,NCIH810_LUNG,lung,C4450
1138,NCI-H82,NCI-H82; NCI-H-82; H82; H-82; NCI H82; NCIH82; H82sclc,CVCL_1591,SIDM01131,688031,ACH-000355,NCIH82_LUNG,lung,C4917
1139,NCI-H820,NCI-H820; H820; H-820; NCIH820,CVCL_1592,SIDM00019,1333019,ACH-001140,NCIH820_LUNG,lung,C5650
1140,NCI-H835,NCI-H835; H835; H-835; NCIH835,CVCL_1593,SIDM01133,753607,ACH-002177,NCIH835_LUNG,lung,C4038
1141,NCI-H838,NCI-H838; H838; H-838; NCIH838,CVCL_1594,SIDM01150,910399,ACH-000416,NCIH838_LUNG,lung,C3512
1142,NCI-H841,NCI-H841; H841; H-841; NCI-841; NCIH841,CVCL_1595,SIDM01134,1240192,ACH-000292,NCIH841_LUNG,lung,C4917
1143,NCI-H847,NCI-H847; H847; H-847; NCIH847,CVCL_1596,SIDM01149,1240193,ACH-001365,NCIH847_LUNG,lung,C4917
1144,NCI-H854,NCI-H854; H854; H-854; NCIH854,CVCL_A584,NA,NA,NA,NA,lung,C4349
1145,NCI-H865,NCI-H865; H865; H-865,CVCL_1597,NA,NA,NA,NA,lung,C4917
1146,NCI-H889,NCI-H889; H889; H-889; NCIH889,CVCL_1598,NA,NA,NA,NA,lung,C4917
1147,NCI-H920,NCI-H920; H920; H-920,CVCL_1599,NA,NA,NA,NA,lung,C3512
1148,NCI-H929,NCI-H929; NCI H929; NCIH929; H929; H-929,CVCL_1600,SIDM01148,724825,ACH-000050,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
1149,NCI-N417,NCI-N417; NCI-N-417; NCI N417; N-417; N417; NCIN417; NCI417N; NCI-H417; H-417; H417; NCI-N417D; N417D; N417d,CVCL_1602,NA,NA,NA,NA,lung,C4917
1150,NCI-N87,NCI-N87; NCI N87; N87; N-87; NCI-H87; H87; H-87; NCIN87,CVCL_1603,SIDM01147,908461,ACH-000427,NCIN87_STOMACH,stomach,C5473
1151,NCO2,NCO2; NC02; NCO-2,CVCL_3043,NA,NA,NA,NA,haematopoietic_and_lymphoid,C3174
1152,NEC8,NEC8; NEC-8,CVCL_1604,SIDM00243,910942,ACH-002288,NEC8_TESTIS,testis,C6341
1153,NH-12,NH-12; NH12,CVCL_1605,SIDM00577,908447,ACH-001603,NH12_AUTONOMIC_GANGLIA,autonomic_ganglia,C3270
1154,NH-6,NH-6; NH6,CVCL_1606,SIDM01391,NA,ACH-000203,NH6_AUTONOMIC_GANGLIA,autonomic_ganglia,C4827
1155,NK-92MI,NK-92MI; NK-92 MI; NK-92 mi; NK92-MI; NK92MI; NK-92 transfected with MFG-hIL2,CVCL_3755,SIDM01201,1330981,ACH-002289,NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C82217
1156,NKM-1,NKM-1; NKM1,CVCL_1607,SIDM00576,908448,ACH-002290,NKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C9154
1157,NMC-G1,NMC-G1; NMCG-1; NMCG1; National Medical Center-Glioma 1,CVCL_1608,SIDM00575,908449,ACH-000200,NMCG1_CENTRAL_NERVOUS_SYSTEM,brain,C60781
1158,NOMO-1,NOMO-1; Nomo-1; NOMO1,CVCL_1609,SIDM00580,908451,ACH-000168,NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C8263
1159,NOS-1 [Human osteosarcoma],NOS-1 [Human osteosarcoma]; NOS1,CVCL_1610,SIDM00242,925345,ACH-002067,NOS1_BONE,bone,C9145
1160,NT2-D1,NT2-D1; NT2/D1; NT2D1; Nt2D1; NTERA-2 clone D1; NTERA2-cloneD1; NTERA-2 cl.D1; NTera2 cl.D1; NTERA-2cl.D1; NTera 2/cl.D1; NTERA-2/D1; NTera2/D1; NTERA2-D1; NTera-2D1; Ntera2/D1; NTERA2/D1; NTERA2D1; NTera2D1,CVCL_3407,SIDM01203,908454,ACH-002291,NTERA2CLD1_TESTIS,testis,C3752
1161,NTERA-2,NTERA-2; NTera-2; Ntera-2; NTera 2; NTERA2; NTera2; N-Tera-2; NT-2; NT2,CVCL_0034,NA,NA,NA,NA,testis,C3752
1162,NU-DHL-1,NU-DHL-1; Nu-DHL-1; NUDHL1; NuDHL 1,CVCL_1876,NA,NA,NA,NA,haematopoietic_and_lymphoid,C8851
1163,NU-DUL-1,NU-DUL-1; NUDUL-1; NUDUL1,CVCL_1877,SIDM00443,1330982,ACH-000287,NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C36081
1164,NUGC-2,NUGC-2; NuGC-2; NUGC2; NU-GC-2,CVCL_1611,NA,NA,NA,NA,stomach,C4004
