dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes,PUBCHCID,TTD_TARGETS
TICAGRELOR,CHEMBL398435,OEKWJQXRCDYSHL-FNOIDJSQSA-N,CCCSC1=NC2=C(C(=N1)NC3CC3C4=CC(=C(C=C4)F)F)N=NN2C5CC(C(C5O)O)OCCO,9871419,C23H28F2N6O4S,4,CIDm09871419,CIDs09871419,ticagrelor,DB08816,D09017,,9871419,P2RY12
CP-724714,CHEMBL483321,LLVZBTWPGQVVLW-SNAWJCMRSA-N,CC1=NC=C(C=C1)OC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)C=CCNC(=O)COC)C,9874913,C27H27N5O3,2,CIDm09874912,CIDs09874912,CP-724714,DB12302,,,9874913,ERBB2
RIVAROXABAN,CHEMBL198362,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,9875401,C19H18ClN3O5S,4,CIDm06433119,CIDs09875401,rivaroxaban,DB06228,D07086,,9875401,F10
PI-103,CHEMBL573339,TUVCWJQQGGETHL-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,9884685,C19H16N4O3,0,CIDm09884685,CIDs09884685,pi-103,,,,9884685,PIK3CG
DAPAGLIFLOZIN,CHEMBL429910,JVHXJTBJCFBINQ-ADAARDCZSA-N,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,9887712,C21H25ClO6,4,CIDm09887712,CIDs09887712,dapagliflozin,DB06292,D08897,,9887712,SLC5A2
HMN-214,,OCKHRKSTDPOHEN-BQYQJAHWSA-N,CC(=O)N(C1=CC=CC=C1C=CC2=CC=[N+](C=C2)[O-])S(=O)(=O)C3=CC=C(C=C3)OC,9888590,C22H20N2O5S,0,CIDm09888590,CIDs09888590,HMN-214,,,,9888590,PLK1
TGX-221,CHEMBL1972466,CPRAGQJXBLMUEL-UHFFFAOYSA-N,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4,9907093,C21H24N4O2,0,CIDm09907093,CIDs09907093,TGX-221,,,,9907093,"PIK3CG,PIK3CB"
ZIBOTENTAN (ZD4054),CHEMBL1628688,FJHHZXWJVIEFGJ-UHFFFAOYSA-N,CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4,9910224,C19H16N6O4S,3,CIDm09910224,CIDs09910224,zibotentan,,D07741,,9910224,EDNRA
SB705498,CHEMBL207433,JYILLRHXRVTRSH-GFCCVEGCSA-N,C1CN(CC1NC(=O)NC2=CC=CC=C2Br)C3=NC=C(C=C3)C(F)(F)F,9910486,C17H16BrF3N4O,2,CIDm09910486,CIDs09910486,sb-705498,DB11883,,,9910486,TRPV1
TIVOZANIB (AV-951),CHEMBL1289494,SPMVMDHWKHCIDT-UHFFFAOYSA-N,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,9911830,C22H19ClN4O5,4,CIDm09911830,CIDs09911830,tivozanib,DB11800,D09683,,9911830,"KDR,FLT1,FLT4"
ZM 447439,CHEMBL202721,OGNYUTNQZVRGMN-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4)OCCCN5CCOCC5,9914412,C29H31N5O4,0,CIDm09914412,CIDs09914412,ZM-447439,,,,9914412,AURKA
NERATINIB (HKI-272),CHEMBL180022,JWNPDZNEKVCWMY-VQHVLOKHSA-N,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,9915743,C30H29ClN6O3,4,CIDm09915743,CIDs09915743,neratinib,DB11828,D08950,,9915743,"KDR,EGFR,ERBB2,ERBB2"
TOFACITINIB,CHEMBL221959,UJLAWZDWDVHWOW-YPMHNXCESA-N,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N,9926791,C16H20N6O,4,CIDm09818231,CIDs09926791,tofacitinib,DB08895,D09970,,9926791,JAK3
PIFITHRIN-A (PFTA),CHEMBL556353,HAGVCKULCLQGRF-UHFFFAOYSA-N,CC1=CC=C(C=C1)C(=O)CN2C3=C(CCCC3)SC2=N.Br,9929138,C16H19BrN2OS,0,CIDm00004817,CIDs00004817,pifithrin,,,,9929138,TP53
CEDIRANIB (AZD2171),CHEMBL491473,XXJWYDDUDKYVKI-UHFFFAOYSA-N,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5,9933475,C25H27FN4O3,3,CIDm09933475,CIDs09933475,cediranib,DB04849,D08881,,9933475,KDR
GW0742,CHEMBL38508,HWVNEWGKWRGSRK-UHFFFAOYSA-N,CC1=C(C=CC(=C1)SCC2=C(N=C(S2)C3=CC(=C(C=C3)C(F)(F)F)F)C)OCC(=O)O,9934458,C21H17F4NO3S2,0,CIDm09934458,CIDs09934458,GW0742,,C15625,,9934458,PPARD
SB525334,CHEMBL401570,DKPQHFZUICCZHF-UHFFFAOYSA-N,CC1=CC=CC(=N1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=NC=CN=C4C=C3,9967941,C21H21N5,0,CIDm09967941,CIDs09967941,SB 525334,,,,9967941,TGFBR1
XL335,CHEMBL454138,INASOKQDNHHMRE-UHFFFAOYSA-N,CC(C)OC(=O)C1=CN(CC(C2=C1NC3=CC=CC=C32)(C)C)C(=O)C4=CC(=C(C=C4)F)F,10026128,C25H24F2N2O3,1,CIDm10026128,CIDs10026128,WAY-362450,DB12719,D08277,,10026128,NR1H4
OSU-03012 (AR-12),CHEMBL1650595,YULUCECVQOCQFQ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F,10027278,C26H19F3N4O,1,CIDm10027278,CIDs10027278,OSU-03012,,,,10027278,PDPK1
MASITINIB (AB1010),CHEMBL1908391,WJEOLQLKVOPQFV-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,10074640,C28H30N6OS,3,CIDm10074640,CIDs10074640,masitinib,,D10229,,10074640,SRC
BX-795,CHEMBL577784,VAVXGGRQQJZYBL-UHFFFAOYSA-N,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCCNC(=O)C4=CC=CS4)I,10077147,C23H26IN7O2S,0,CIDm10077147,CIDs10077147,BX-795,,,,10077147,"KDR,CDK2,CHEK1,Fung ypkA,GSK3B,PDPK1"
LY2157299,CHEMBL2364611,IVRXNBXKWIJUQB-UHFFFAOYSA-N,CC1=CC=CC(=N1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N,10090485,C22H19N5O,3,CIDm10090485,CIDs10090485,galunisertib,DB11911,D10437,,10090485,"TGFBR1,TGFB1"
LINAGLIPTIN,CHEMBL237500,LTXREWYXXSTFRX-QGZVFWFLSA-N,CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,10096344,C25H28N8O2,4,CIDm10096344,CIDs10096344,linagliptin,DB08882,D09566,,10096344,DPP4
SELUMETINIB (AZD6244),CHEMBL1614701,CYOHGALHFOKKQC-UHFFFAOYSA-N,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,10127622,C17H15BrClFN4O3,3,CIDm10127622,CIDs10127622,selumetinib,DB11689,D09666,,10127622,"MAP2K1,MAP2K2"
AM1241,CHEMBL408430,ZUHIXXCLLBMBDW-UHFFFAOYSA-N,CN1CCCCC1CN2C=C(C3=CC=CC=C32)C(=O)C4=C(C=CC(=C4)[N+](=O)[O-])I,10141893,C22H22IN3O3,0,CIDm10141893,CIDs10141893,"""R","S)-AM1241""",,,10141893,"CNR1,CNR2"
HESPERADIN,CHEMBL514409,GLDSKRNGVVYJAB-DQSJHHFOSA-N,CCS(=O)(=O)NC1=CC2=C(C=C1)NC(=O)C2=C(C3=CC=CC=C3)NC4=CC=C(C=C4)CN5CCCCC5,10142586,C29H32N4O3S,0,CIDm10142586,CIDs10142586,Hesperadin,,,,10142586,AURKB
ODANACATIB (MK-0822),CHEMBL481611,FWIVDMJALNEADT-SFTDATJTSA-N,CC(C)(CC(C(=O)NC1(CC1)C#N)NC(C2=CC=C(C=C2)C3=CC=C(C=C3)S(=O)(=O)C)C(F)(F)F)F,10152654,C25H27F4N3O3S,3,CIDm10152654,CIDs10152654,odanacatib,DB06670,D08955,,10152654,CTSK
CP-673451,,DEEOXSOLTLIWMG-UHFFFAOYSA-N,COCCOC1=CC2=C(C=C1)N(C=N2)C3=NC4=C(C=CC=C4N5CCC(CC5)N)C=C3,10158940,C24H27N5O2,0,CIDm10158940,CIDs10158940,CP-673451,,,,10158940,"PDGFRA,KIT,PDGFRB"
APIXABAN,CHEMBL231779,QNZCBYKSOIHPEH-UHFFFAOYSA-N,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,10182969,C25H25N5O4,4,CIDm10182969,CIDs10182969,apixaban,DB06605,D03213,,10182969,F10
AFATINIB (BIBW2992),CHEMBL1173655,ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,10184653,C24H25ClFN5O3,4,CIDm10163178,CIDs10184653,afatinib,DB08916,D09724,,10184653,"EGFR,ERBB2"
GW788388,CHEMBL202887,SAGZIBJAQGBRQA-UHFFFAOYSA-N,C1COCCC1NC(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5,10202642,C25H23N5O2,0,CIDm10202642,CIDs10202642,GW788388,,,,10202642,"LCK,MAPK14,TGFBR1"
GW842166X,CHEMBL225411,TWQYWUXBZHPIIV-UHFFFAOYSA-N,C1COCCC1CNC(=O)C2=CN=C(N=C2C(F)(F)F)NC3=C(C=C(C=C3)Cl)Cl,10253143,C18H17Cl2F3N4O2,2,CIDm10253143,CIDs10253143,GW 842166X,DB11903,,,10253143,CNR2
PIK-75,CHEMBL393525,QTHCAAFKVUWAFI-DJKKODMXSA-N,CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br,10275789,C16H14BrN5O4S,0,CIDm09825070,CIDs10275789,PIK-75,,,,10275789,"PIK3CG,PIK3CB,PRKDC"
EDOXABAN,CHEMBL1269025,HGVDHZBSSITLCT-JLJPHGGASA-N,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,10280735,C24H30ClN7O4S,4,CIDm10280735,CIDs10280735,edoxaban,DB09075,D09546,,10280735,F10
SARACATINIB (AZD0530),CHEMBL217092,OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CC1)CCOC2=CC(=C3C(=C2)N=CN=C3NC4=C(C=CC5=C4OCO5)Cl)OC6CCOCC6,10302451,C27H32ClN5O5,3,CIDm10302451,CIDs10302451,saracatinib,DB11805,D09664,,10302451,"ABL1,SRC"
VX-702,CHEMBL1090090,FYSRKRZDBHOFAY-UHFFFAOYSA-N,C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(=O)N)C3=C(C=C(C=C3)F)F)C(=O)N)F,10341154,C19H12F4N4O2,2,CIDm10341154,CIDs10341154,vx-702,DB05470,,,10341154,MAPK14
CRENOLANIB (CP-868596),CHEMBL2105728,DYNHJHQFHQTFTP-UHFFFAOYSA-N,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,10366136,C26H29N5O2,3,CIDm10366136,CIDs10366136,crenolanib,DB11832,D10102,,10366136,"PDGFRA,SRC"
TG100-115,CHEMBL230011,UJIAQDJKSXQLIT-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)C2=NC3=C(N=C2C4=CC(=CC=C4)O)N=C(N=C3N)N,10427712,C18H14N6O2,2,CIDm10427712,CIDs10427712,TG100-115,,,,10427712,PIK3CG
AC480 (BMS-599626),CHEMBL1645462,LUJZZYWHBDHDQX-QFIPXVFZSA-N,CC1=C2C(=NC=NN2C=C1NC(=O)OCC3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,10437018,C27H27FN8O3,1,CIDm10098508,CIDs10437018,BMS-599626,DB12318,,,10437018,"EGFR,ERBB2"
VOLASERTIB (BI 6727),CHEMBL1233528,SXNJFOWDRLKDSF-XKHVUIRMSA-N,CCC1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C,10461508,C34H50N8O3,3,CIDm10461508,CIDs10461508,volasertib,DB12062,D10182,,10461508,PLK1
AZD7762,CHEMBL2041933,IAYGCINLNONXHY-LBPRGKRZSA-N,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,11152667,C17H19FN4O2S,1,CIDm11152667,CIDs11152667,AZD7762,DB12242,,,11152667,CHEK1
BRIVANIB ALANINATE (BMS-582664),CHEMBL270995,LTEJRLHKIYCEOX-OCCSQVGLSA-N,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)OC(=O)C(C)N)C,11154925,C22H24FN5O4,3,CIDm11154925,CIDs11154925,brivanib alaninate,DB11865,D08878,,11154925,FGFR3
REGORAFENIB (BAY 73-4506),CHEMBL1946170,FNHKPVJBJVTLMP-UHFFFAOYSA-N,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,11167602,C21H15ClF4N4O3,4,CIDm11167602,CIDs11167602,regorafenib,DB08896,D10138,,11167602,"KIT,RET,KDR"
GALETERONE,CHEMBL2105738,PAFKTGFSEFKSQG-PAASFTFBSA-N,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4N5C=NC6=CC=CC=C65)C)O,11188409,C26H32N2O,3,CIDm11188409,CIDs11188409,galeterone,DB12415,D10125,,11188409,AR
WP1066,CHEMBL1923234,VFUAJMPDXIRPKO-LQELWAHVSA-N,CC(C1=CC=CC=C1)NC(=O)C(=CC2=NC(=CC=C2)Br)C#N,11210478,C17H14BrN3O,0,CIDm11210478,CIDs11210478,WP1066,DB12679,,,11210478,STAT3
R406 (FREE BASE),CHEMBL475251,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CC1(C(=O)NC2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)C,11213558,C22H23FN6O5,2,CIDm11213558,CIDs11213558,R406 free base,DB07159,,,11213558,"RET,SYK"
ATALUREN (PTC124),CHEMBL256997,OOUGLTULBSNHNF-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,11219835,C15H9FN2O3,4,CIDm11219835,CIDs11219835,ataluren,DB05016,D09323,,11219835,DMD
ABT-737,CHEMBL376408,HPLNQCPCUACXLM-PGUFJCEWSA-N,CN(C)CCC(CSC1=CC=CC=C1)NC2=C(C=C(C=C2)S(=O)(=O)NC(=O)C3=CC=C(C=C3)N4CCN(CC4)CC5=CC=CC=C5C6=CC=C(C=C6)Cl)[N+](=O)[O-],11228183,C42H45ClN6O5S2,0,CIDm11228183,CIDs11228183,ABT-737,,,,11228183,BCL2
BRIVANIB (BMS-540215),CHEMBL377300,WCWUXEGQKLTGDX-LLVKDONJSA-N,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)O)C,11234052,C19H19FN4O3,3,CIDm11234052,CIDs11234052,brivanib,DB11958,D09589,,11234052,KDR
AZILSARTAN MEDOXOMIL,CHEMBL2028661,QJFSABGVXDWMIW-UHFFFAOYSA-N,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NC(=O)ON5)C(=O)OCC6=C(OC(=O)O6)C,11238823,C30H24N4O8,4,CIDm11238823,CIDs11238823,azilsartan medoxomil,DB08822,D08865,,11238823,AGTR1
FG-4592,CHEMBL2338329,YOZBGTLTNGAVFU-UHFFFAOYSA-N,CC1=NC(=C(C2=C1C=C(C=C2)OC3=CC=CC=C3)O)C(=O)NCC(=O)O,11256664,C19H16N2O5,3,CIDm11256664,CIDs11256664,FG-4592,DB04847,D10593,,11256664,EGLN2
SB742457,CHEMBL1083390,JJZFWROHYSMCMU-UHFFFAOYSA-N,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4,11256720,C19H19N3O2S,3,CIDm11256720,CIDs11256720,SB-742457,DB12680,D10942,,11256720,HTR6
AMUVATINIB (MP-470),CHEMBL2103851,FOFDIMHVKGYHRU-UHFFFAOYSA-N,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6,11282283,C23H21N5O3S,2,CIDm11282283,CIDs11282283,amuvatinib,DB12742,D09864,,11282283,"PDGFRA,KIT"
AZD1981,CHEMBL1914489,JWYIGNODXSRKGP-UHFFFAOYSA-N,CC1=C(C2=C(N1CC(=O)O)C=CC=C2NC(=O)C)SC3=CC=C(C=C3)Cl,11292191,C19H17ClN2O3S,2,CIDm11292191,CIDs11292191,AZD-1981,DB11946,,,11292191,PTGDR2
TIDEGLUSIB,CHEMBL3545157,PMJIHLSCWIDGMD-UHFFFAOYSA-N,C1=CC=C(C=C1)CN2C(=O)N(SC2=O)C3=CC=CC4=CC=CC=C43,11313622,C19H14N2O2S,3,CIDm11313622,CIDs11313622,tideglusib,DB12129,,,11313622,GSK3B
A-674563,CHEMBL379218,BPNUQXPIQBZCMR-IBGZPJMESA-N,CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC=CC=C4)N,11314340,C22H22N4O,0,CIDm11314340,CIDs11314340,A-674563,DB08568,,,11314340,AKT1
NU7441 (KU-57788),CHEMBL188678,JAMULYFATHSZJM-UHFFFAOYSA-N,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC5=C4SC6=CC=CC=C56,11327430,C25H19NO3S,0,CIDm11327430,CIDs11327430,NU7441,,,,11327430,PRKDC
AT7519,CHEMBL445813,OVPNQJVDAFNBDN-UHFFFAOYSA-N,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl,11338033,C16H17Cl2N5O2,2,CIDm11338033,CIDs11338033,AT7519,DB08142,,,11338033,CDK2
BI 2536,CHEMBL513909,XQVVPGYIWAGRNI-JOCHJYFZSA-N,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,11364421,C28H39N7O3,2,CIDm11364421,CIDs11364421,BI 2536,,,,11364421,PLK1
ADX-47273,CHEMBL381055,VXQCCZHCFBHTTD-HNNXBMFYSA-N,C1CC(CN(C1)C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F,11383075,C20H17F2N3O2,0,CIDm03602027,CIDs11383075,ADX-47273,,,,11383075,GRM5
VX-765,CHEMBL2107819,SJDDOCKBXFJEJB-MOKWFATOSA-N,CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl,11398092,C24H33ClN4O6,2,CIDm09892498,CIDs11398092,belnacasan,,D10416,,11398092,CASP1
KW-2449,CHEMBL1908397,YYLKKYCXAOBSRM-JXMROGBWSA-N,C1CN(CCN1)C(=O)C2=CC=C(C=C2)C=CC3=NNC4=CC=CC=C43,11427553,C20H20N4O,1,CIDm11427553,CIDs11427553,KW-2449,,,,11427553,"FGFR1,FLT3,ABL1"
DANUSERTIB (PHA-739358),CHEMBL402548,XKFTZKGMDDZMJI-HSZRJFAPSA-N,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC,11442891,C26H30N6O3,2,CIDm11442891,CIDs11442891,danusertib,DB11778,,,11442891,"AURKB,AURKA,AURKB,AURKC"
ALOGLIPTIN,CHEMBL376359,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,11450633,C18H21N5O2,4,CIDm11163584,CIDs11450633,alogliptin,DB06203,D06553,,11450633,DPP4
TW-37,CHEMBL217354,PQAPVTKIEGUPRN-UHFFFAOYSA-N,CC(C)C1=CC=CC=C1CC2=C(C(=C(C(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C)O)O)O,11455910,C33H35NO6S,0,CIDm11455910,CIDs11455910,TW-37,,,,11455910,"MCL1,BCL2,BCL2L1"
OC000459,CHEMBL560993,FATGTHLOZSXOBC-UHFFFAOYSA-N,CC1=C(C2=C(N1CC(=O)O)C=CC(=C2)F)CC3=NC4=CC=CC=C4C=C3,11462174,C21H17FN2O2,2,CIDm11462174,CIDs11462174,OC000459,DB11900,,,11462174,PTGDR2
NVP-AEW541,CHEMBL3188172,AECDBHGVIIRMOI-UHFFFAOYSA-N,C1CN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6,11476171,C27H29N5O,0,CIDm11476171,CIDs11476171,NVP-AEW541,,,,11476171,"IGF1R,INSR"
SITAXENTAN SODIUM,CHEMBL2105740,MDTNUYUCUYPIHE-UHFFFAOYSA-N,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)[N-]C4=C(C(=NO4)C)Cl)OCO2.[Na+],11477084,C18H14ClN2NaO6S2,4,CIDm00216235,CIDs00216235,sitaxsentan,,,,11477084,EDNRA
LINIFANIB (ABT-869),CHEMBL223360,MPVGZUGXCQEXTM-UHFFFAOYSA-N,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N,11485656,C21H18FN5O,3,CIDm11485656,CIDs11485656,linifanib,,D09635,,11485656,FLT4
AZD8931 (SAPITINIB),CHEMBL2408045,DFJSJLGUIXFDJP-UHFFFAOYSA-N,CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC,11488320,C23H25ClFN5O3,2,CIDm11488320,CIDs11488320,Sapitinib,DB12183,,,11488320,ERBB2
DACOMITINIB,CHEMBL2110732,LVXJQMNHJWSHET-AATRIKPKSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN4CCCCC4,11511120,C24H25ClFN5O2,3,CIDm11511120,CIDs11511120,dacomitinib,DB11963,D09883,,11511120,"EGFR,ERBB2,ERBB4"
ACLIDINIUM BROMIDE,CHEMBL551466,XLAKJQPTOJHYDR-QTQXQZBYSA-M,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5.[Br-],11519741,C26H30BrNO4S2,4,CIDm11228026,CIDs11434515,aclidinium,,D08837,,11519741,CHRM3
ANACETRAPIB (MK-0859),CHEMBL1800807,MZZLGJHLQGUVPN-HAWMADMCSA-N,CC1C(OC(=O)N1CC2=C(C=CC(=C2)C(F)(F)F)C3=CC(=C(C=C3OC)F)C(C)C)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,11556427,C30H25F10NO3,3,CIDm11556427,CIDs11556427,anacetrapib,,D08855,,11556427,CETP
APREMILAST (CC-10004),CHEMBL514800,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC,11561674,C22H24N2O7S,4,CIDm09912092,CIDs11561674,apremilast,DB05676,D08860,,11561674,"CDK4,CDK6"
GW9508,CHEMBL207881,DGENZVKCTGIDRZ-UHFFFAOYSA-N,C1=CC=C(C=C1)OC2=CC=CC(=C2)CNC3=CC=C(C=C3)CCC(=O)O,11595431,C22H21NO3,0,CIDm11595431,CIDs11595431,4-(3-phenoxybenzylamino)-phenylpropionic acid,,,,11595431,"FFAR1,FFAR4"
JNJ-26854165 (SERDEMETAN),CHEMBL2137530,CEGSUKYESLWKJP-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,11609586,C21H20N4,1,CIDm11609586,CIDs11609586,Serdemetan,DB12027,,,11609586,MDM2
RESMINOSTAT,,FECGNJPYVFEKOD-VMPITWQZSA-N,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)C=CC(=O)NO,11609955,C16H19N3O4S,2,CIDm11609955,CIDs11609955,resminostat,DB12392,,,11609955,HDAC1
PF-573228,CHEMBL514554,HESLKTSGTIBHJU-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4,11612883,C22H20F3N5O3S,0,CIDm11612883,CIDs11612883,PF 573228,,,,11612883,"CDK2,CDK1,GSK3B,PTK2,CDK7,IKBKB"
GW2580,CHEMBL261849,MYQAUKPBNJWPIE-UHFFFAOYSA-N,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,11617559,C20H22N4O3,0,CIDm11617559,CIDs11617559,cFMS receptor tyrosine kinase inhibitor,,,,11617559,CSF1R
TAK-285,CHEMBL1614725,ZYQXEVJIFYIBHZ-UHFFFAOYSA-N,CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O,11620908,C26H25ClF3N5O3,1,CIDm11620908,CIDs11620908,TAK-285,,,,11620908,ERBB2
IDELALISIB,CHEMBL2216870,IFSDAJWBUCMOAH-HNNXBMFYSA-N,CCC(C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,11625818,C22H18FN7O,4,CIDm11625818,CIDs11625818,idelalisib,DB09054,D10560,,11625818,PIK3CD
OSI-906 (LINSITINIB),CHEMBL1996234,PKCDDUHJAFVJJB-UHFFFAOYSA-N,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,11640390,C26H23N5O,3,CIDm11640390,CIDs11640390,linsitinib,,D09925,,11640390,IGF1R
CTEP (RO4956371),CHEMBL3410223,GOHCTCOGYKAJLZ-UHFFFAOYSA-N,CC1=C(N=C(N1C2=CC=C(C=C2)OC(F)(F)F)C)C#CC3=CC(=NC=C3)Cl,11646823,C19H13ClF3N3O,0,CIDm11646823,CIDs11646823,ctep,,,,11646823,GRM5
