,dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes
2248,CHEMBL2142962,CHEMBL2142962,VZPUSWFWIJXJDY-UHFFFAOYSA-N,CC(C)OC1=CC=C(C=C1)OC2=CC=C(C=C2)C(C)NC(=O)C,57519529,C19H23NO3,0,CIDm57519529,CIDs57519529,AGN-PC-0BVINN,,,
2249,NCGC00262398-02,CHEMBL3392693,GTEOWQGTWKPHSV-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,70789547,C23H18ClN3O3S2,0,CIDm70789547,CIDs70789547,SMR003523925,,,
2250,NCGC00263265-01,,CRSJHIRCVZDTHB-MRBMPXOISA-N,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(C[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C[S+](=O)(C9=CC=C(C=C9)COC(=O)N(C)C)[O-])C,57519524,C44H65NO12S,0,CIDm25223495,CIDs57519524,AGN-PC-0BVINJ,,,
2251,NCGC00263268-01,,GZJIPMCINQOOAP-XDCVHPFCSA-N,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(=O)[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C,57519542,C32H48O9,0,CIDm57519542,CIDs57519542,AGN-PC-0BVINR,,,
2252,502137-98-6,,ACSJNMXHJOVJON-UHFFFAOYSA-N,CN1C2=CC=CC=C2C(=NCCCN(C)C)C3=C1NC(=O)N(C3=O)C,135403620,C18H23N5O2,0,,,,,,
2253,CHEMBL502156,CHEMBL502156,CLLDBMRRUZYRLR-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC2=NN(C3=NC(=NC=C23)NC4=CC(=C(C=C4)OCCN5CCCC5)F)CCC(C)(C)OC,25263033,C31H40FN7O2,0,CIDm25263033,CIDs25263033,AGN-PC-050UK2,,,
2254,X-396,CHEMBL2376648,ONPGOSVDVDPBCY-CQSZACIVSA-N,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=CC(=NN=C2N)C(=O)NC3=CC=C(C=C3)C(=O)N4CCN(CC4)C,56960447,C25H25Cl2FN6O3,3,CIDm44554267,CIDs56960447,X-396,DB13104,,
2255,1439901-97-9,,UQYDCIJFACDXSG-GMUIIQOCSA-N,CC#CC(=O)N1CCC(C1)N2C3=C(C(=NC=N3)N)N(C2=O)C4=CC=C(C=C4)OC5=CC=CC=C5.Cl,71571562,C25H23ClN6O3,0,CIDm54755435,CIDs54755438,AGN-PC-0JH8U1,,,
2256,Fenebrutinib,CHEMBL4065122,WNEODWDFDXWOLU-QHCPKHFHSA-N,CC1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8,86567195,C37H44N8O4,2,CIDm86567195,CIDs86567195,SCHEMBL14912984,,,
2257,QL47,CHEMBL4077064,RTRNJQOBEOISFQ-UHFFFAOYSA-N,CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5,71748056,C27H21N5O2,0,CIDm71748056,CIDs71748056,QL-47,,,
2258,riviciclib,CHEMBL3969723,QLUYMIVVAYRECT-OCCSQVGLSA-N,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,23643976,C21H20ClNO5,0,CIDm09952923,CIDs23643975,riviciclib,,,
2259,bisindolylmaleimide i,CHEMBL7463,QMGUOJYZJKLOLH-UHFFFAOYSA-N,CN(C)CCCN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,2396,C25H24N4O2,0,CIDm00002396,CIDs00002396,bisindolylmale.,DB03777,C11238,
2260,AMG 925,,BBUVDDPUURMFOX-UHFFFAOYSA-N,CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)C(=O)CO)C=C5,60202647,C26H29N7O2,0,CIDm60202647,CIDs60202647,AMG 925,,,
2261,THZ2,,FONRCZUZCHXWBD-VGOFMYFVSA-N,CN(C)CC=CC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl,78357763,C31H28ClN7O2,0,CIDm78357763,CIDs78357763,CDK7-IN-1,,,
2262,GTPL6731,,MXPCZHSTOIKVST-UHFFFAOYSA-N,CCCCN1C2=C(C=CC=N2)C(=C(C1=O)NC(=O)NC3=C(C=CC(=C3C(C)C)N)C(C)C)C4=CC(=CC=C4)OCCO.Cl,73755240,C33H42ClN5O4,0,CIDm73755240,CIDs73755240,GTPL6731,,,
2263,1429617-90-2,CHEMBL2336015,DDLPXZXBWGJRGK-UHFFFAOYSA-N,CCC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)CN3CCN(CC3)C)C#CC4=CN5C(=CC=N5)N=C4,71550931,C30H29F3N6O,0,CIDm71550931,CIDs71550931,AGN-PC-0JGTXW,,,
2264,944341-54-2,,ZXKZRKQMKNRZNN-UHFFFAOYSA-N,C1COCCN1CCON=CC2=C(N=CN=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)N.Cl,71433873,C24H28Cl2N6O3,0,CIDm16656747,CIDs71433873,CTK8E9532,,,
2265,FGF401,CHEMBL3908979,BHKDKKZMPODMIQ-UHFFFAOYSA-N,CN1CCN(C(=O)C1)CC2=C(N=C3C(=C2)CCCN3C(=O)NC4=NC=C(C(=C4)NCCOC)C#N)C=O,118036971,C25H30N8O4,2,,,,,,
2266,CHIR-98023,CHEMBL461262,GUMBZKISKUIHJB-UHFFFAOYSA-N,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2C3=NC=CN3)NCCNC4=NC=C(C=C4)[N+](=O)[O-],9847557,C20H16Cl2N8O2,0,CIDm09847557,CIDs09847557,CHIR98023,,,
2267,200484-11-3,CHEMBL17289,BOIPLTNGIAPDBY-UHFFFAOYSA-N,C1=CC(=CC=C1OCCCCCCN=C(NC#N)NC2=CC=NC=C2)Cl,148198,C19H22ClN5O,1,CIDm00148198,CIDs00148198,Chs 828,DB12980,,
2268,LY2409881 trihydrochloride,,IEXCRLAGBWKVPW-UHFFFAOYSA-N,CN1CCN(CC1)CCCNC2=NC=C(C(=N2)C3=CC4=C(C=CC=C4S3)C(=O)NC5CC5)Cl.Cl.Cl.Cl,68856073,C24H32Cl4N6OS,0,CIDm16720762,CIDs16720762,AGN-PC-0I5WU0,,,
2269,IKK-3 Inhibitor,CHEMBL373751,LDTAHRLHGHFHKP-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC,11626927,C22H19N3O5S2,0,CIDm11626927,CIDs11626927,IKK-3 Inhibitor,,,
2270,MRT 68601 hydrochloride,,BOBHGYDEKISHIZ-UHFFFAOYSA-N,C1CC(C1)C(=O)NCCCNC2=NC(=NC=C2C3CC3)NC4=CC=C(C=C4)N5CCOCC5.Cl,121513855,C25H35ClN6O2,0,,,,,,
2271,GSK 2250665A,,DPRNXTSMYVCYLJ-UHFFFAOYSA-N,CCC1=CC2=C(C=C1)N=C(S2)NC3=NC(=NC(=C3)CC4=CC=CC=C4)NC5CCC(CC5)O,73352604,C26H29N5OS,0,CIDm73352604,CIDs73352604,CHEMBL2441273,,,
2272,JNK Inhibitor IX,CHEMBL233001,WQGDQGAFSDMBLA-UHFFFAOYSA-N,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CC4=CC=CC=C43)C#N,766949,C20H16N2OS,0,CIDm00766949,CIDs00766949,JNK inhibitor .,,,
2273,WH-4-023,CHEMBL213100,NBTNHSGBRGTFJS-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)OC(=O)N(C2=C(C=C(C=C2)OC)OC)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C,11844351,C32H36N6O4,0,CIDm11844351,CIDs11844351,WH-4-023,,,
2274,N-Desmethyl Imatinib,CHEMBL3040018,BQQYXPHRXIZMDM-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCNCC3)NC4=NC=CC(=N4)C5=CN=CC=C5,9869737,C28H29N7O,0,CIDm09869737,CIDs09869737,N-desmethyl im.,,,
2275,MEK inhibitor,,UPICVLXBXZXYIE-UHFFFAOYSA-N,CNC(=O)C1=CC2=C(C=C1)C(=C(N2)O)C(=NC3=CC=CC(=C3)CN(C)C)C4=CC=CC=C4,135742497,C26H26N4O2,0,,,,,,
2276,LY3214996,,JNPRPMBJODOFEC-UHFFFAOYSA-N,CC1(C2=C(C=C(S2)C3=NC(=NC=C3)NC4=CC=NN4C)C(=O)N1CCN5CCOCC5)C,121408882,C22H27N7O2S,1,,,,,,
2277,XMD17-109,CHEMBL2381340,XVBGRTMNFNMINE-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)C(=O)N2CCC(CC2)N3CCN(CC3)C)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C7CCCC7,71604307,C36H46N8O3,0,CIDm71604307,CIDs71604307,XMD17-109,,,
2278,SB-747651A,CHEMBL188434,MBCJUIJWPYUEBX-UHFFFAOYSA-N,CCN1C2=C(C=NC=C2CNC3CCNCC3)N=C1C4=NON=C4N,11393719,C16H22N8O,0,CIDm11393719,CIDs11393719,compound 26,,,
2279,108740-89-2,,XLJORQYAOTYVQS-UHFFFAOYSA-N,CC(=O)OC1CC2(C(CCC2O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C,130966,C23H26O8,0,CIDm00130966,CIDs00130966,17-hydroxywort.,,,
2280,EMD638683,,SSNAPUUWBPZGOY-UHFFFAOYSA-N,CCC1=C(C=CC(=C1C)O)C(=O)NNC(=O)C(C2=CC(=CC(=C2)F)F)O,44182398,C18H18F2N2O4,0,CIDm44182398,CIDs44182398,EMD638683,,,
2281,494772-87-1,,UNTPTSFVGRSTDC-UHFFFAOYSA-N,C1COCCN1CC2=CC=C(C=C2)C3=CC(=C(S3)C(=O)N)N,21914258,C16H19N3O2S,0,CIDm21914258,CIDs21914258,FT-0661950,,,
2282,DMH2,CHEMBL3668018,DXLXRNZCYAYUED-UHFFFAOYSA-N,C1COCCN1CCOC2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3,50997748,C27H25N5O2,0,CIDm50997748,CIDs50997748,AGN-PC-08XYY3,,,
2283,GW768505A,CHEMBL1909396,QBXPWMMWFOWEJN-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=C(C3=C(N=CN=C3O2)N)C4=CC=C(C=C4)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F.Cl,57391096,C27H20ClF4N5O3,0,CIDm05326956,CIDs05326956,AC1NS1DP,,,
2284,Citarinostat,CHEMBL3693786,VLIUIBXPEDFJRF-UHFFFAOYSA-N,C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,53340426,C24H26ClN5O3,1,CIDm53340426,CIDs53340426,BD288749,,,
2285,CHEMBL2018451,CHEMBL2018451,JVELXRPQMVXDDP-UHFFFAOYSA-N,CN1CCC2=C(C1)N(C3=CC=CC=C23)CC4=CC=C(C=C4)C(=O)NO,46918825,C20H21N3O2,0,CIDm46918825,CIDs46918825,AGN-PC-080YUZ,,,
2286,AK176003,CHEMBL3426805,QQDIFLSJMFDTCQ-FIFLTTCUSA-N,CN1C(=CC=C1C=CC(=O)NO)C=CC(=O)C2=CC(=CC=C2)F,71311876,C17H15FN2O3,0,CIDm71311876,CIDs71311876,(E)-3-[5-[.3-(.,,,
2287,NCGC00347951-01,,PAXGPAVOMLKKDQ-LMARGRMVSA-N,CC(C1=CC2=C(C=C1)OCCO2)NC3CC3C4=CC=CC=C4,73265341,C19H21NO2,0,CIDm46869214,CIDs73265341,CHEMBL3108901,,,
2288,SCHEMBL17680458,,HPSNXSAYALRMQW-LLVKDONJSA-N,CC1CC(=O)NC2=CC=CC(=C2N1)C3=CN(N=C3)C(C)(C)C,121277860,C17H22N4O,0,,,,,,
2289,TPOP146,CHEMBL3927642,CUJLWYCUPPPASA-NRFANRHFSA-N,CCC(=O)N1CCOC2=C(C=C(C=C2C1)C3=CC(=CC(=C3)OC)OC)C(=O)NC4CCCN(C4)C,122172830,C27H35N3O5,0,,,,,,
2290,UNC0646,CHEMBL1829304,OUKWLRHRXOPODD-UHFFFAOYSA-N,CC(C)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C5CCCCC5)OC)OCCCN6CCCCC6,53315882,C36H59N7O2,0,CIDm53315882,CIDs53315882,UNC0646,,,
2291,EPZ015866,,TWKYXZSXXXKKJU-FQEVSTJZSA-N,C1CC(C1)NC2=NC=CC(=C2)C(=O)NCC(CN3CCC4=CC=CC=C4C3)O,117072552,C22H28N4O2,0,,,,,,
2292,Mivebresib,CHEMBL3987016,RDONXGFGWSSFMY-UHFFFAOYSA-N,CCS(=O)(=O)NC1=CC(=C(C=C1)OC2=C(C=C(C=C2)F)F)C3=CN(C(=O)C4=C3C=CN4)C,71600087,C22H19F2N3O4S,1,CIDm71600087,CIDs71600087,AGN-PC-0JHS95,,,
2293,CHEMBL3740104,CHEMBL3740104,ZDDPBFWHZOJFHF-UHFFFAOYSA-N,C1CN(CCN1C2=C(C=CC=N2)C#N)C(=O)C3=CC(=CC=C3)CC4=NNC(=O)C5=CC=CC=C54,92045137,C26H22N6O2,0,,,,,,
2294,ACT 078,,DWAFYCQODLXJNR-BNTLRKBRSA-L,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4],43805,C8H12N2O4Pt,0,CIDm00004609,CIDs00043805,platinum,,,
2295,Ifosfamide-d4,,HOMGKSMUEGBAAB-QEOHIWEKSA-N,C1CN(P(=O)(OC1)NCCCl)CCCl,46781940,C7H15Cl2N2O2P,0,CIDm00003690,CIDs46781940,ifosfamide,,,
2296,AMD 473,,IIMIOEBMYPRQGU-UHFFFAOYSA-L,CC1=CC=CC=N1.N.[Cl-].[Cl-].[Pt+2],177358,C6H10Cl2N2Pt,0,CIDm00177358,CIDs00177358,picoplatin,DB04874,,
2297,UNII-S098K6HGD9,CHEMBL2107827,NGKHWQPYPXRQTM-UKFSEGPMSA-N,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=NNC(=O)CCCCCN6C(=O)C=CC6=O)CO)O)N)O.Cl,10056071,C37H43ClN4O13,2,CIDm00084036,CIDs09810709,DOXO-EMCH,,,
2298,Indimitecan hydrochloride,,VZCPAXRDLDYWBE-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6C=CN=C6)OC.Cl,45027820,C25H22ClN3O6,0,CIDm11519396,CIDs11519396,indimitecan,,,
2299,Indotecan hydrochloride,,XOLMUSQONFNQQM-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C3=C(C4=CC5=C(C=C4C3=O)OCO5)N(C2=O)CCCN6CCOCC6)OC.Cl,25113758,C26H27ClN2O7,0,CIDm11533060,CIDs11533060,indotecan,,,
2300,LEXIBULIN,CHEMBL552212,MTJHLONVHHPNSI-IBGZPJMESA-N,CCCC(C1=CN=CC=C1)NC2=NC(=NC=C2C)C3=CC(=C(C=C3)NC(=O)NCC)OC,11351021,C24H30N6O2,2,CIDm11351021,CIDs11351021,CYT997,,,
2301,SCHEMBL652920,CHEMBL3219822,AGYCYVPAEQVWJT-UHFFFAOYSA-N,COC1=CC=C(C=C1)S(=O)(=O)N2CCC3=CC=CC(=C32)C4=CC=NC=C4,50898338,C20H18N2O3S,0,CIDm50898338,CIDs50898338,AGN-PC-08VZFZ,,,
2302,AZ82,CHEMBL3358270,PMTLKNOARSHUJB-ZJSXRUAMSA-N,CCCC1=C(SC(=C1)C(=O)NC(CC2=CN=C(C=C2)C3=CC(=CC=C3)OC(F)(F)F)C(=O)NC4CCNC4)C,91885438,C28H31F3N4O3S,0,,,,,,
2303,UNII-V9GGV0YCDI,,KJDAGXLMHXUAGV-DGWLBADLSA-N,C1C(C(C(C1NC2=CC=NC3=CC(=NN23)C4=CC(=CC=C4)SC(F)(F)F)O)O)COS(=O)(=O)N,71715374,C19H20F3N5O5S2,0,CIDm71715374,CIDs71715374,AGN-PC-0JJIX6,,,
2304,BIS(2-METHOXYETHYL) PHTHALATE,CHEMBL1302251,HSUIVCLOAAJSRE-UHFFFAOYSA-N,COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC,8344,C14H18O6,0,CIDm00008344,CIDs00008344,DMEP,,,
2305,PF-4136309,,ZNSVOHSYDRPBGI-CBQRAPNFSA-N,C1CC(CCC1NC2CCN(C2)C(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F)(C4=NC=C(C=C4)C5=NC=CC=N5)O,11192346,C29H31F3N6O3,0,CIDm11192346,CIDs11192346,INCB8761/PF-41.,,,
2306,Vicriviroc,CHEMBL82301,CNPVJJQCETWNEU-CYFREDJKSA-N,CC1CN(CCN1C(COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C,3009355,C28H38F3N5O2,3,CIDm03009355,CIDs03009355,vicriviroc,DB06652,,
2307,Taselisib,CHEMBL2387080,BEUQXVWXFDOSAQ-UHFFFAOYSA-N,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,51001932,C24H28N8O2,3,CIDm51001932,CIDs51001932,taselisib,DB12108,,
2308,600734-06-3,,XZTOAEZYOFWVHB-PFEQFJNWSA-N,C1CC(CNC1)C2=CC(=NC3=C2COC(=O)N3)C4=C(C=CC=C4OCC5CC5)O.Cl,135454903,C22H26ClN3O4,0,,,,,,
2309,Lanabecestat,CHEMBL3349234,WKDNQONLGXOZRG-BOPKNSRXSA-N,CC#CC1=CC(=CN=C1)C2=CC3=C(CC4(C35N=C(C(=N5)N)C)CCC(CC4)OC)C=C2,67979346,C26H28N4O,3,CIDm57404290,CIDs67979346,AZD3293,,,
2310,GSK2194069,CHEMBL3646801,AQTPWCUIYUOEMG-INIZCTEOSA-N,C1CC1C(=O)N2CCC(C2)CC3=NNC(=O)N3C4=CC=C(C=C4)C5=CC6=C(C=C5)OC=C6,67376285,C25H24N4O3,0,CIDm67376285,CIDs67376285,CS-3324,,,
2311,CHEMBL3103000,CHEMBL3103000,QKPPIMNVHFZLLI-UHFFFAOYSA-N,CC1=CC=C(C=C1)N2C(=CC(=C2C)C3=NN=C4N3CCCCC4)C,71307851,C20H24N4,0,CIDm71307851,CIDs71307851,ML388,,,
2312,CHEMBL3103040,CHEMBL3103040,FUCWZIFGSAFUAO-UHFFFAOYSA-N,COC1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)C(=O)N4CCCCC4,3474778,C20H21N3O2,0,CIDm03474778,CIDs03474778,ML387,,,
2313,198474-05-4,CHEMBL4086143,MXKLDYKORJEOPR-UHFFFAOYSA-N,C1C(C(=O)NC1=O)C2=CNC3=C2C=C(C=C3)F,23063810,C12H9FN2O2,1,CIDm23063810,CIDs23063810,CTK0A0183,,,
2314,Pd-1/pd-l1 inhibitor 1,CHEMBL3582252,ZBOYJODMIAUJHH-SANMLTNESA-N,CC1=C(C=CC=C1COC2=CC(=C(C(=C2)OC)CN3CCCCC3C(=O)O)OC)C4=CC=CC=C4,91663303,C29H33NO5,0,CIDm91663303,CIDs91663303,"(2S)-1-[2,6-di.",,,
2315,GSK2837808A,CHEMBL3335794,RZBCPMYJIARMGV-UHFFFAOYSA-N,COC1=NC(=NC=C1C2=CC3=NC=C(C(=C3C=C2)NC4=CC(=CC(=C4)C(=O)O)OC5=CC(=CC(=C5)F)F)S(=O)(=O)NC6CC6)OC,71533725,C31H25F2N5O7S,0,CIDm71533725,CIDs71533725,AGN-PC-0JGHOJ,,,
2316,GW 6471,CHEMBL500272,TYEFSRMOUXWTDN-DYQICHDWSA-N,CCC(=O)NCC(CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)NC(=CC(=O)C4=CC=C(C=C4)C(F)(F)F)C,446738,C35H36F3N3O4,0,CIDm00446738,CIDs00446738,GW6471,,,
2317,3BDO,CHEMBL238943,AXPZIVKEZRHGAS-UHFFFAOYSA-N,C1C(C(=O)OC1COC2=CC=CC=C2[N+](=O)[O-])CC3=CC=CC=C3,16216349,C18H17NO5,0,CIDm16216349,CIDs16216349,3BDO cpd,,,
2318,RUSKI-201 dihydrochloride,,TUDOZEOETHEGCR-UHFFFAOYSA-N,CCC(C)CNCC(=O)N1CCC2=C(C1C3=NC(=CC=C3)C)C=CS2.Cl.Cl,126480616,C20H29Cl2N3OS,0,,,,,,
2319,ML390,CHEMBL3184132,SGNRHEDBLPGDDC-GOSISDBHSA-N,C1CC(C2=CC=CC=C2C1)NC(=O)CCNC(=O)C3=CC=C(C=C3)OC(F)(F)F,71768304,C21H21F3N2O3,0,CIDm71768304,CIDs71768304,ML390,,,
2320,UNII-L10K286T2H,,HGHVYYKTOXUQNT-CLJLJLNGSA-N,CC(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(CCl)OC(=O)C)OC(=O)C,86278934,C27H33ClO8,2,CIDm86278934,CIDs86278934,[2-acetylo.-(2.,,,
2321,GSK682753A,,RDDLWMWIRXGSJM-XBXARRHUSA-N,C1CN(CCC12CN(C(=O)O2)CC3=CC(=C(C=C3)Cl)Cl)C(=O)C=CC4=CC=C(C=C4)Cl,126843232,C23H21Cl3N2O3,0,,,,,,
2322,Paricalcitol-D6,,BPKAHTKRCLCHEA-OYAGBYDGSA-N,CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3)O)O)C,66577066,C27H44O3,0,CIDm00077996,CIDs66577066,paricalcitol,,,
2323,RX-5902,CHEMBL1278118,KAKPGJJRYRYSTP-UHFFFAOYSA-N,COC1=CC(=CC(=C1)N2CCN(CC2)C(=O)NC3=NC4=C(C=CC(=C4)F)N=C3OC)OC,11619093,C22H24FN5O4,2,CIDm11619093,CIDs11619093,AGN-PC-00CSGK,,,
2324,Tecalcet,CHEMBL292376,ZVQUCWXZCKWZBP-CQSZACIVSA-N,CC(C1=CC(=CC=C1)OC)NCCCC2=CC=CC=C2Cl,158797,C18H22ClNO,2,CIDm00158796,CIDs00158796,NPS-R 568,,,
2325,Irosustat,CHEMBL286738,DSLPMJSGSBLWRE-UHFFFAOYSA-N,C1CCC2=C(CC1)C(=O)OC3=C2C=CC(=C3)OS(=O)(=O)N,5287541,C14H15NO5S,2,CIDm05287541,CIDs05287541,irosustat,DB02292,,
2326,Cardiogenol C,CHEMBL1241078,LKBSMPFEKIBRGC-UHFFFAOYSA-N,COC1=CC=C(C=C1)NC2=NC=CC(=N2)NCCO,11345983,C13H16N4O2,0,CIDm11345983,CIDs11345983,Cardiogenol C,,,
2327,granisetron,CHEMBL289469,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,3510,C18H24N4O,4,CIDm00003510,CIDs00003510,granisetron,,,
2328,LY 2365109 HYDROCHLORIDE,,ZQVOAGQZHDAFRM-UHFFFAOYSA-N,CC(C)(C)C1=C(C=CC(=C1)C2=CC3=C(C=C2)OCO3)OCCN(C)CC(=O)O.Cl,56972229,C22H28ClNO5,0,CIDm11552757,CIDs11552757,LY-2365109,,,
2329,CHEMBL3114578,CHEMBL3114578,YTFMOSCBEAMELI-UHFFFAOYSA-N,C1CN(CCN1)C2=CC(=O)N3C(=N2)SC(=N3)C4=CC(=NC=C4)NC(=O)CN,71621170,C16H18N8O2S,0,CIDm71621170,CIDs71621170,AGN-PC-0JI758,,,
2330,MLS003678589,,WSMXAUJFLWRPNT-UHFFFAOYSA-N,C1CC(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)O,50985821,C31H30N4O,0,CIDm50985821,CIDs50985821,ML246,,,
2331,Visudyne,,YTZALCGQUPRCGW-ZSFNYQMMSA-N,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C,5362420,C41H42N4O8,3,CIDm05362420,CIDs05362420,Visudyne,DB00460,D01162,
2332,MLS-0090801.0001,CHEMBL1371869,NMLOLMOZTQCQJF-PXNMLYILSA-N,C1=CC=C(C(=C1)C2=CC=C(O2)C=C3C(=O)N4C5=NC=C(C=C5N=C4S3)Br)C(=O)O,1357397,C20H10BrN3O4S,0,CIDm01357396,CIDs01357397,ML119,,,
2333,MARIZOMIB,CHEMBL371405,NGWSFRIPKNWYAO-SHTIJGAHSA-N,CC12C(C(=O)NC1(C(=O)O2)C(C3CCCC=C3)O)CCCl,11347535,C15H20ClNO4,3,CIDm09944650,CIDs11347535,salinosporamid.,DB11762,,
2334,TIC10 isomer,CHEMBL1488771,RSAQARAFWMUYLL-UHFFFAOYSA-N,CC1=CC=CC=C1CN2C3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N5C2=NCC5,336423,C24H26N4O,0,CIDm00336423,CIDs00336423,NSC350625,,,
2335,Acalabrutinib,CHEMBL3707348,WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,71226662,C26H23N7O2,4,CIDm71226662,CIDs71226662,AGN-PC-0JB32D,DB11703,,
2336,OSI-027,CHEMBL2132692,JROFGZPOBKIAEW-UHFFFAOYSA-N,COC1=CC=CC2=C1NC(=C2)C3=C4C(=NC=NN4C(=N3)C5CCC(CC5)C(=O)O)N,135398516,C21H22N6O3,0,,,,,,
2338,A-1210477,CHEMBL3417704,XMVAWGSQPHFXKU-UHFFFAOYSA-N,CC1=NN(C(=C1C2=CC=CC3=C2N(C(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)O)CCN6CCOCC6)COC7=CC=C(C=C7)N8CCN(CC8)S(=O)(=O)N(C)C)C,66575373,C46H55N7O7S,0,CIDm66575373,CIDs66575373,AGN-PC-0H120Y,,,
2339,58131-57-0,CHEMBL1608727,MWFZDJLPWDCQIL-UHFFFAOYSA-N,CN1CCN(CC1)C2=CC=C(C3=NO[N+](=C23)[O-])[N+](=O)[O-],42640,C11H13N5O4,0,CIDm00042640,CIDs00042640,NSC-207895,,,
2341,AIM-100,CHEMBL247070,XNFHHOXCDUAYSR-SFHVURJKSA-N,C1CC(OC1)CNC2=C3C(=C(OC3=NC=N2)C4=CC=CC=C4)C5=CC=CC=C5,11501591,C23H21N3O2,0,CIDm11501591,CIDs11501591,AIM-100,,,
