Gene,uniprot_protein_acc_id,drugbank_id,drug_name,drug_action_type,drug_status,drug_status2
HSP90A,P07900,DB08789,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",,Small molecule,Experimental
HSPC1,P07900,DB08789,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",,Small molecule,Experimental
HSPCA,P07900,DB08789,"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",,Small molecule,Experimental
HPGDS,O60760,DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,,Small molecule,Experimental
GSTS,O60760,DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,,Small molecule,Experimental
PGDS,O60760,DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,,Small molecule,Experimental
PTGDS2,O60760,DB08790,1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID,,Small molecule,Experimental
MET,P08581,DB08791,"1-[(2-NITROPHENYL)SULFONYL]-1H-PYRROLO[3,2-B]PYRIDINE-6-CARBOXAMIDE",,Small molecule,Experimental
HRH1,P35367,DB08799,Antazoline,Antagonist,Small molecule,Approved
HRH1,P35367,DB08800,Chloropyramine,Antagonist,Small molecule,Experimental
HRH1,P35367,DB08801,Dimetindene,Antagonist,Small molecule,Approved|Investigational
CHRM2,P08172,DB08801,Dimetindene,Antagonist,Small molecule,Approved|Investigational
HRH1,P35367,DB08802,Isothipendyl,Antagonist,Small molecule,Experimental
AR,P10275,DB08804,Nandrolone decanoate,Agonist,Small molecule,Approved|Illicit
DHTR,P10275,DB08804,Nandrolone decanoate,Agonist,Small molecule,Approved|Illicit
NR3C4,P10275,DB08804,Nandrolone decanoate,Agonist,Small molecule,Approved|Illicit
HRH2,P25021,DB08805,Metiamide,Antagonist,Small molecule,Experimental
HRH2,P25021,DB08806,Roxatidine acetate,Antagonist,Small molecule,Experimental
ADRB1,P08588,DB08807,Bopindolol,Partial agonist,Small molecule,Experimental
ADRB1R,P08588,DB08807,Bopindolol,Partial agonist,Small molecule,Experimental
B1AR,P08588,DB08807,Bopindolol,Partial agonist,Small molecule,Experimental
ADRB2,P07550,DB08807,Bopindolol,Partial agonist,Small molecule,Experimental
ADRB2R,P07550,DB08807,Bopindolol,Partial agonist,Small molecule,Experimental
B2AR,P07550,DB08807,Bopindolol,Partial agonist,Small molecule,Experimental
HTR1A,P08908,DB08807,Bopindolol,,Small molecule,Experimental
ADRB2RL1,P08908,DB08807,Bopindolol,,Small molecule,Experimental
ADRBRL1,P08908,DB08807,Bopindolol,,Small molecule,Experimental
HTR1B,P28222,DB08807,Bopindolol,,Small molecule,Experimental
HTR1DB,P28222,DB08807,Bopindolol,,Small molecule,Experimental
ADRB3,P13945,DB08807,Bopindolol,,Small molecule,Experimental
ADRB3R,P13945,DB08807,Bopindolol,,Small molecule,Experimental
B3AR,P13945,DB08807,Bopindolol,,Small molecule,Experimental
ADRB1,P08588,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
ADRB1R,P08588,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
B1AR,P08588,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
ADRB2,P07550,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
ADRB2R,P07550,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
B2AR,P07550,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
ADRB3,P13945,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
ADRB3R,P13945,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
B3AR,P13945,DB08808,Bupranolol,Antagonist,Small molecule,Experimental
PDK1,Q15118,DB08809,Dichloroacetic acid,Inhibitor,Small molecule,Approved|Investigational
PDHK1,Q15118,DB08809,Dichloroacetic acid,Inhibitor,Small molecule,Approved|Investigational
GSTZ1,O43708,DB08809,Dichloroacetic acid,,Small molecule,Approved|Investigational
MAAI,O43708,DB08809,Dichloroacetic acid,,Small molecule,Approved|Investigational
HTR1A,P08908,DB08810,Cinitapride,Agonist,Small molecule,Investigational
ADRB2RL1,P08908,DB08810,Cinitapride,Agonist,Small molecule,Investigational
ADRBRL1,P08908,DB08810,Cinitapride,Agonist,Small molecule,Investigational
HTR2A,P28223,DB08810,Cinitapride,Antagonist,Small molecule,Investigational
HTR2,P28223,DB08810,Cinitapride,Antagonist,Small molecule,Investigational
HTR4,Q13639,DB08810,Cinitapride,Agonist,Small molecule,Investigational
PDE4A,P27815,DB08811,Tofisopam,Inhibitor,Small molecule,Experimental
DPDE2,P27815,DB08811,Tofisopam,Inhibitor,Small molecule,Experimental
PDE10A,Q9Y233,DB08811,Tofisopam,Inhibitor,Small molecule,Experimental
PDE3A,Q14432,DB08811,Tofisopam,Inhibitor,Small molecule,Experimental
PDE2A,O00408,DB08811,Tofisopam,Inhibitor,Small molecule,Experimental
SERPINC1,P01008,DB08813,Nadroparin,Potentiator,Small molecule,Approved|Investigational
AT3,P01008,DB08813,Nadroparin,Potentiator,Small molecule,Approved|Investigational
PRO0309,P01008,DB08813,Nadroparin,Potentiator,Small molecule,Approved|Investigational
SELP,P16109,DB08813,Nadroparin,Inhibitor,Small molecule,Approved|Investigational
GMRP,P16109,DB08813,Nadroparin,Inhibitor,Small molecule,Approved|Investigational
GRMP,P16109,DB08813,Nadroparin,Inhibitor,Small molecule,Approved|Investigational
FOS,P01100,DB08813,Nadroparin,Inhibitor,Small molecule,Approved|Investigational
G0S7,P01100,DB08813,Nadroparin,Inhibitor,Small molecule,Approved|Investigational
MYC,P01106,DB08813,Nadroparin,Inhibitor,Small molecule,Approved|Investigational
BHLHE39,P01106,DB08813,Nadroparin,Inhibitor,Small molecule,Approved|Investigational
PTGS1,P23219,DB08814,Triflusal,Antagonist,Small molecule,Approved|Investigational
COX1,P23219,DB08814,Triflusal,Antagonist,Small molecule,Approved|Investigational
NFKB1,P19838,DB08814,Triflusal,Antagonist,Small molecule,Approved|Investigational
NOS2,P35228,DB08814,Triflusal,Agonist,Small molecule,Approved|Investigational
NOS2A,P35228,DB08814,Triflusal,Agonist,Small molecule,Approved|Investigational
PDE10A,Q9Y233,DB08814,Triflusal,Antagonist,Small molecule,Approved|Investigational
DRD2,P14416,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
HTR2A,P28223,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
HTR2,P28223,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
HTR7,P34969,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
HTR1A,P08908,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
ADRB2RL1,P08908,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
ADRBRL1,P08908,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
ADRA2C,P18825,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
ADRA2L2,P18825,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
ADRA2RL2,P18825,DB08815,Lurasidone,Antagonist,Small molecule,Approved|Investigational
ADRA2A,P08913,DB08815,Lurasidone,,Small molecule,Approved|Investigational
ADRA2R,P08913,DB08815,Lurasidone,,Small molecule,Approved|Investigational
ADRAR,P08913,DB08815,Lurasidone,,Small molecule,Approved|Investigational
P2RY12,Q9H244,DB08816,Ticagrelor,Inhibitor,Small molecule,Approved
HORK3,Q9H244,DB08816,Ticagrelor,Inhibitor,Small molecule,Approved
CD44,P16070,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
LHR,P16070,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
MDU2,P16070,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
MDU3,P16070,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
MIC4,P16070,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
ICAM1,P05362,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
HMMR,O75330,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
IHABP,O75330,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
RHAMM,O75330,DB08818,Hyaluronic acid,,Small molecule,Approved|Vet_approved
NCAN,O14594,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
CSPG3,O14594,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
NEUR,O14594,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
VCAN,P13611,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
CSPG2,P13611,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
C1QBP,Q07021,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
GC1QBP,Q07021,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HABP1,Q07021,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
SF2P32,Q07021,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HAPLN1,P10915,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
CRTL1,P10915,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HAPLN3,Q96S86,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
EXLD1,Q96S86,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
UNQ238/PRO271,Q96S86,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HAPLN4,Q86UW8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
BRAL2,Q86UW8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
KIAA1926,Q86UW8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HABP2,Q14520,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HGFAL,Q14520,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
PHBP,Q14520,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
LAYN,Q6UX15,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
UNQ208/PRO234,Q6UX15,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
STAB2,Q8WWQ8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
FEEL2,Q8WWQ8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
FELL,Q8WWQ8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
FEX2,Q8WWQ8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HARE,Q8WWQ8,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
TNFAIP6,P98066,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
TSG6,P98066,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
IMPG2,Q9BZV3,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
IPM200,Q9BZV3,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
HABP4,Q5JVS0,DB08818,Hyaluronic acid,Binder,Small molecule,Approved|Vet_approved
PTGFR,P43088,DB08819,Tafluprost,Agonist,Small molecule,Approved
CFTR,P13569,DB08820,Ivacaftor,Potentiator,Small molecule,Approved
ABCC7,P13569,DB08820,Ivacaftor,Potentiator,Small molecule,Approved
AGTR1,P30556,DB08822,Azilsartan medoxomil,Antagonist,Small molecule,Approved|Investigational
AGTR1A,P30556,DB08822,Azilsartan medoxomil,Antagonist,Small molecule,Approved|Investigational
AGTR1B,P30556,DB08822,Azilsartan medoxomil,Antagonist,Small molecule,Approved|Investigational
AT2R1,P30556,DB08822,Azilsartan medoxomil,Antagonist,Small molecule,Approved|Investigational
AT2R1B,P30556,DB08822,Azilsartan medoxomil,Antagonist,Small molecule,Approved|Investigational
MTTP,P55157,DB08827,Lomitapide,Antagonist,Small molecule,Approved|Investigational
MTP,P55157,DB08827,Lomitapide,Antagonist,Small molecule,Approved|Investigational
SMO,Q99835,DB08828,Vismodegib,Antagonist,Small molecule,Approved|Investigational
SMOH,Q99835,DB08828,Vismodegib,Antagonist,Small molecule,Approved|Investigational
FOLH1,Q04609,DB08835,Spaglumic Acid,Ligand,Small molecule,Experimental
FOLH,Q04609,DB08835,Spaglumic Acid,Ligand,Small molecule,Experimental
NAALAD1,Q04609,DB08835,Spaglumic Acid,Ligand,Small molecule,Experimental
PSM,Q04609,DB08835,Spaglumic Acid,Ligand,Small molecule,Experimental
PSMA,Q04609,DB08835,Spaglumic Acid,Ligand,Small molecule,Experimental
GIG27,Q04609,DB08835,Spaglumic Acid,Ligand,Small molecule,Experimental
ACE,P12821,DB08836,Temocapril,Inhibitor,Small molecule,Experimental|Investigational
DCP,P12821,DB08836,Temocapril,Inhibitor,Small molecule,Experimental|Investigational
DCP1,P12821,DB08836,Temocapril,Inhibitor,Small molecule,Experimental|Investigational
CHRNA9,Q9UGM1,DB08837,Tetraethylammonium,Agonist|Inhibitor,Small molecule,Experimental|Investigational
NACHRA9,Q9UGM1,DB08837,Tetraethylammonium,Agonist|Inhibitor,Small molecule,Experimental|Investigational
KCNA1,Q09470,DB08837,Tetraethylammonium,Blocker,Small molecule,Experimental|Investigational
ADRA2C,P18825,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
ADRA2L2,P18825,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
ADRA2RL2,P18825,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
NISCH,Q9Y2I1,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
IRAS,Q9Y2I1,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
KIAA0975,Q9Y2I1,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
CHRNA1,P02708,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
ACHRA,P02708,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
CHNRA,P02708,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
GRIN1,Q05586,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
NMDAR1,Q05586,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
KCNJ1,P48048,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
ROMK1,P48048,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
CACNA1B,Q00975,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
CACH5,Q00975,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
CACNL1A5,Q00975,DB08838,Agmatine,Antagonist,Small molecule,Experimental|Investigational
ASIC3,Q9UHC3,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
ACCN3,Q9UHC3,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
SLNAC1,Q9UHC3,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
TNAC1,Q9UHC3,DB08838,Agmatine,Agonist,Small molecule,Experimental|Investigational
SLC6A4,P31645,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
HTT,P31645,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
SERT,P31645,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
HTR2A,P28223,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
HTR2,P28223,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
HTR3A,P46098,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
5HT3R,P46098,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
HTR3,P46098,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
HTR3B,O95264,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
SLC18A2,Q05940,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
SVMT,Q05940,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
VMAT2,Q05940,DB08839,Serotonin,,Small molecule,Investigational|Nutraceutical
PYGL,P06737,DB08844,Uric acid,,Small molecule,Investigational
CA1,P00915,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA2,P00918,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA3,P07451,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA4,P22748,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA5A,P35218,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA5,P35218,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA5B,Q9Y2D0,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA6,P23280,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA7,P43166,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA9,Q16790,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
G250,Q16790,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
MN,Q16790,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA12,O43570,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CA14,Q9ULX7,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
UNQ690/PRO1335,Q9ULX7,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CSNK2A1,P68400,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
CK2A1,P68400,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PRKACA,P17612,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PKACA,P17612,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PRKCA,P17252,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PKCA,P17252,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PRKACA,P17252,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PRKCB,P05771,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PKCB,P05771,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
PRKCB1,P05771,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
SYK,P43405,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
SQLE,Q14534,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
ERG1,Q14534,DB08846,Ellagic Acid,Inhibitor,Small molecule,Investigational
SLC6A13,Q9NSD5,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
GAT2,Q9NSD5,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
SLC6A1,P30531,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
GABATR,P30531,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
GABT1,P30531,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
GAT1,P30531,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
SLC6A11,P48066,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
GABT3,P48066,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
GAT3,P48066,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
SLC6A12,P48065,DB08848,Guvacine,Inhibitor,Small molecule,Experimental
CYSLTR1,Q9Y271,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
CYSLT1,Q9Y271,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
CYSLTR2,Q9NS75,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
CYSLT2,Q9NS75,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
CYSLT2R,Q9NS75,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
PSEC0146,Q9NS75,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
ABCC1,P33527,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
MRP,P33527,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
MRP1,P33527,DB08855,Leukotriene C4,,Small molecule,Experimental|Investigational
HMGCR,P04035,DB08860,Pitavastatin,Inhibitor,Small molecule,Approved
CCKAR,P32238,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
CCKRA,P32238,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
RAF1,P04049,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
RAF,P04049,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
MAPK3,P27361,DB08862,Cholecystokinin,,Small molecule,Approved|Investigational
ERK1,P27361,DB08862,Cholecystokinin,,Small molecule,Approved|Investigational
PRKM3,P27361,DB08862,Cholecystokinin,,Small molecule,Approved|Investigational
EGF,P01133,DB08862,Cholecystokinin,,Small molecule,Approved|Investigational
PRKCB,P05771,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
PKCB,P05771,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
PRKCB1,P05771,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
CCKBR,P32239,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
CCKRB,P32239,DB08862,Cholecystokinin,Agonist,Small molecule,Approved|Investigational
NR1I2,O75469,DB08864,Rilpivirine,Agonist,Small molecule,Approved
PXR,O75469,DB08864,Rilpivirine,Agonist,Small molecule,Approved
ALK,Q9UM73,DB08865,Crizotinib,Inhibitor,Small molecule,Approved
MET,P08581,DB08865,Crizotinib,Inhibitor,Small molecule,Approved
PGR,P06401,DB08867,Ulipristal,Modulator,Small molecule,Approved
NR3C3,P06401,DB08867,Ulipristal,Modulator,Small molecule,Approved
NR3C1,P04150,DB08867,Ulipristal,Antagonist,Small molecule,Approved
GRL,P04150,DB08867,Ulipristal,Antagonist,Small molecule,Approved
AR,P10275,DB08867,Ulipristal,,Small molecule,Approved
DHTR,P10275,DB08867,Ulipristal,,Small molecule,Approved
NR3C4,P10275,DB08867,Ulipristal,,Small molecule,Approved
S1PR5,Q9H228,DB08868,Fingolimod,Modulator,Small molecule,Approved|Investigational
EDG8,Q9H228,DB08868,Fingolimod,Modulator,Small molecule,Approved|Investigational
HDAC1,Q13547,DB08868,Fingolimod,Inhibitor,Small molecule,Approved|Investigational
RPD3L1,Q13547,DB08868,Fingolimod,Inhibitor,Small molecule,Approved|Investigational
GHRHR,Q02643,DB08869,Tesamorelin,Binder,Small molecule,Approved|Investigational
TNFRSF8,P28908,DB08870,Brentuximab vedotin,Binder,Biotech,Approved|Investigational
CD30,P28908,DB08870,Brentuximab vedotin,Binder,Biotech,Approved|Investigational
D1S166E,P28908,DB08870,Brentuximab vedotin,Binder,Biotech,Approved|Investigational
BCL2,P10415,DB08871,Eribulin,,Small molecule,Approved|Investigational
TUBB1,Q9H4B7,DB08871,Eribulin,,Small molecule,Approved|Investigational
CACNA2D1,P54289,DB08872,Gabapentin enacarbil,,Small molecule,Approved|Investigational
CACNL2A,P54289,DB08872,Gabapentin enacarbil,,Small molecule,Approved|Investigational
CCHL2A,P54289,DB08872,Gabapentin enacarbil,,Small molecule,Approved|Investigational
MHS3,P54289,DB08872,Gabapentin enacarbil,,Small molecule,Approved|Investigational
CACNA2D2,Q9NY47,DB08872,Gabapentin enacarbil,,Small molecule,Approved|Investigational
KIAA0558,Q9NY47,DB08872,Gabapentin enacarbil,,Small molecule,Approved|Investigational
MET,P08581,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
KDR,P35968,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
FLK1,P35968,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
VEGFR2,P35968,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
RET,P07949,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
CDHF12,P07949,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
CDHR16,P07949,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
PTC,P07949,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
RET51,P07949,DB08875,Cabozantinib,Antagonist,Small molecule,Approved|Investigational
JAK1,P23458,DB08877,Ruxolitinib,Inhibitor,Small molecule,Approved
JAK1A,P23458,DB08877,Ruxolitinib,Inhibitor,Small molecule,Approved
JAK1B,P23458,DB08877,Ruxolitinib,Inhibitor,Small molecule,Approved
JAK2,O60674,DB08877,Ruxolitinib,Inhibitor,Small molecule,Approved
TNFSF13B,Q9Y275,DB08879,Belimumab,Neutralizer,Biotech,Approved
BAFF,Q9Y275,DB08879,Belimumab,Neutralizer,Biotech,Approved
BLYS,Q9Y275,DB08879,Belimumab,Neutralizer,Biotech,Approved
TALL1,Q9Y275,DB08879,Belimumab,Neutralizer,Biotech,Approved
TNFSF20,Q9Y275,DB08879,Belimumab,Neutralizer,Biotech,Approved
ZTNF4,Q9Y275,DB08879,Belimumab,Neutralizer,Biotech,Approved
UNQ401/PRO738,Q9Y275,DB08879,Belimumab,Neutralizer,Biotech,Approved
DHODH,Q02127,DB08880,Teriflunomide,Inhibitor,Small molecule,Approved
BRAF,P15056,DB08881,Vemurafenib,Inhibitor,Small molecule,Approved
BRAF1,P15056,DB08881,Vemurafenib,Inhibitor,Small molecule,Approved
RAFB1,P15056,DB08881,Vemurafenib,Inhibitor,Small molecule,Approved
DPP4,P27487,DB08882,Linagliptin,Inhibitor,Small molecule,Approved
ADCP2,P27487,DB08882,Linagliptin,Inhibitor,Small molecule,Approved
CD26,P27487,DB08882,Linagliptin,Inhibitor,Small molecule,Approved
GRIA1,P42261,DB08883,Perampanel,Antagonist,Small molecule,Approved
GLUH1,P42261,DB08883,Perampanel,Antagonist,Small molecule,Approved
GLUR1,P42261,DB08883,Perampanel,Antagonist,Small molecule,Approved
VEGFA,P15692,DB08885,Aflibercept,Binder,Biotech,Approved
VEGF,P15692,DB08885,Aflibercept,Binder,Biotech,Approved
PGF,P49763,DB08885,Aflibercept,Binder,Biotech,Approved
PGFL,P49763,DB08885,Aflibercept,Binder,Biotech,Approved
PLGF,P49763,DB08885,Aflibercept,Binder,Biotech,Approved
VEGFB,P49765,DB08885,Aflibercept,Binder,Biotech,Approved
VRF,P49765,DB08885,Aflibercept,Binder,Biotech,Approved
FN1,P02751,DB08888,Ocriplasmin,Cleavage,Biotech,Approved
FN,P02751,DB08888,Ocriplasmin,Cleavage,Biotech,Approved
A2M,P01023,DB08888,Ocriplasmin,Ligand,Biotech,Approved
CPAMD5,P01023,DB08888,Ocriplasmin,Ligand,Biotech,Approved
FWP007,P01023,DB08888,Ocriplasmin,Ligand,Biotech,Approved
SERPINF2,P08697,DB08888,Ocriplasmin,Ligand,Biotech,Approved
AAP,P08697,DB08888,Ocriplasmin,Ligand,Biotech,Approved
PLI,P08697,DB08888,Ocriplasmin,Ligand,Biotech,Approved
PSMB5,P28074,DB08889,Carfilzomib,Inhibitor,Small molecule,Approved|Investigational
LMPX,P28074,DB08889,Carfilzomib,Inhibitor,Small molecule,Approved|Investigational
MB1,P28074,DB08889,Carfilzomib,Inhibitor,Small molecule,Approved|Investigational
X,P28074,DB08889,Carfilzomib,Inhibitor,Small molecule,Approved|Investigational
PSMB8,P28062,DB08889,Carfilzomib,Inhibitor,Small molecule,Approved|Investigational
LMP7,P28062,DB08889,Carfilzomib,Inhibitor,Small molecule,Approved|Investigational
PSMB5i,P28062,DB08889,Carfilzomib,Inhibitor,Small molecule,Approved|Investigational
